chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2016-01-30,10,What Do You Mean?,Justin Bieber,20,1,8,False
2016-01-30,11,Roses,The Chainsmokers Featuring ROZES,13,11,13,False
2016-01-30,12,Jumpman,Drake & Future,17,12,12,False
2016-01-30,13,Don't,Bryson Tiller,16,13,17,False
2016-01-30,14,The Hills,The Weeknd,34,1,11,False
2016-01-30,15,In The Night,The Weeknd,10,12,16,False
2016-01-30,16,White Iverson,Post Malone,19,14,14,False
2016-01-30,17,Antidote,Travis Scott,19,16,19,False
2016-01-30,18,679,Fetty Wap Featuring Remy Boyz,29,4,18,False
2016-01-30,19,"Me, Myself & I",G-Eazy x Bebe Rexha,11,19,29,False
2016-01-30,20,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,9,20,22,False
2016-01-30,21,On My Mind,Ellie Goulding,17,13,15,False
2016-01-30,22,Cake By The Ocean,DNCE,13,22,26,False
2016-01-30,23,My House,Flo Rida,10,23,32,False
2016-01-30,24,Die A Happy Man,Thomas Rhett,17,21,23,False
2016-01-30,25,Ex's & Oh's,Elle King,28,10,20,False
2016-01-30,26,Say It,Tory Lanez,13,26,30,False
2016-01-30,27,Can't Feel My Face,The Weeknd,32,1,24,False
2016-01-30,28,Wildest Dreams,Taylor Swift,21,5,21,False
2016-01-30,29,Watch Me,Silento,47,3,27,False
2016-01-30,30,Confident,Demi Lovato,15,21,25,False
2016-01-30,31,Hide Away,Daya,17,31,33,False
2016-01-30,32,Lean On,Major Lazer X DJ Snake Featuring Mo,41,4,31,False
2016-01-30,33,Break Up In A Small Town,Sam Hunt,15,29,34,False
2016-01-30,34,One Call Away,Charlie Puth,7,34,37,False
2016-01-30,35,Perfect,One Direction,13,10,28,False
2016-01-30,36,Down In The DM,Yo Gotti Featuring Nicki Minaj,7,36,39,False
2016-01-30,37,Hands To Myself,Selena Gomez,6,37,42,False
2016-01-30,38,See You Again,Wiz Khalifa Featuring Charlie Puth,45,1,36,False
2016-01-30,39,Trap Queen,Fetty Wap,52,2,35,False
2016-01-30,40,Lazarus,David Bowie,1,40,0,True
2016-01-30,41,When We Were Young,Adele,8,22,41,False
2016-01-30,42,Space Oddity,David Bowie,15,15,0,False
2016-01-30,43,No Role Modelz,J. Cole,22,36,40,False
2016-01-30,44,Exchange,Bryson Tiller,12,44,44,False
2016-01-30,45,Under Pressure,Queen & David Bowie,16,29,0,False
2016-01-30,46,Stand By You,Rachel Platten,9,38,38,False
2016-01-30,47,Again,Fetty Wap,23,33,43,False
2016-01-30,48,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,8,48,51,False
2016-01-30,49,Locked Away,R. City Featuring Adam Levine,26,6,45,False
2016-01-30,50,Adventure Of A Lifetime,Coldplay,10,39,52,False
2016-01-30,51,Back To Sleep,Chris Brown,5,51,53,False
2016-01-30,52,Best Friend,Young Thug,8,52,60,False
2016-01-30,53,Focus,Ariana Grande,11,7,50,False
2016-01-30,54,Stay A Little Longer,Brothers Osborne,15,54,55,False
2016-01-30,55,Out Of The Woods,Taylor Swift,4,18,46,False
2016-01-30,56,I Got The Boy,Jana Kramer,14,56,58,False
2016-01-30,57,Irresistible,Fall Out Boy,9,48,48,False
2016-01-30,58,Do It Like Me,DLOW,10,45,59,False
2016-01-30,59,I Love This Life,LoCash,12,57,57,False
2016-01-30,60,Back Up,DeJ Loaf Featuring Big Sean,15,47,56,False
2016-01-30,61,Gonna Know We Were Here,Jason Aldean,14,54,54,False
2016-01-30,62,Get Ugly,Jason Derulo,4,62,66,False
2016-01-30,63,Big Rings,Drake & Future,17,52,63,False
2016-01-30,64,Oui,Jeremih,2,64,81,False
2016-01-30,65,Backroad Song,Granger Smith,6,65,69,False
2016-01-30,66,The Fix,Nelly Featuring Jeremih,16,62,68,False
2016-01-30,67,I'll Show You,Justin Bieber,11,19,67,False
2016-01-30,68,Sugar,Robin Schulz Featuring Francesco Yates,2,68,87,False
2016-01-30,69,Beautiful Drug,Zac Brown Band,8,69,71,False
2016-01-30,70,Heartbeat,Carrie Underwood,2,70,76,False
2016-01-30,71,2 Phones,Kevin Gates,2,71,93,False
2016-01-30,72,Break On Me.,Keith Urban,3,72,74,False
2016-01-30,73,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,10,22,65,False
2016-01-30,74,Sorry Not Sorry,Bryson Tiller,5,74,80,False
2016-01-30,75,Dibs,Kelsea Ballerini,11,75,75,False
2016-01-30,76,New Americana,Halsey,16,60,64,False
2016-01-30,77,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,12,71,77,False
2016-01-30,78,Blackstar,David Bowie,1,78,0,True
2016-01-30,79,Dessert,Dawin,6,73,73,False
2016-01-30,80,Used To Love You,Gwen Stefani,9,52,61,False
2016-01-30,81,Good To Be Alive (Hallelujah),Andy Grammer,5,62,62,False
2016-01-30,82,You Should Be Here,Cole Swindell,5,69,98,False
2016-01-30,83,Really Really,Kevin Gates,4,79,83,False
2016-01-30,84,Confession,Florida Georgia Line,3,84,91,False
2016-01-30,85,Watch Out,2 Chainz,3,85,86,False
2016-01-30,86,Mr. Misunderstood,Eric Church,3,84,84,False
2016-01-30,87,Let It Go,James Bay,4,87,90,False
2016-01-30,88,Lay It All On Me,Rudimental Featuring Ed Sheeran,15,48,82,False
2016-01-30,89,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,11,84,89,False
2016-01-30,90,Hollow,Tori Kelly,5,80,88,False
2016-01-30,91,Right Hand,Drake,18,58,78,False
2016-01-30,92,Gonna,Blake Shelton,18,54,72,False
2016-01-30,93,We Went,Randy Houser,4,92,92,False
2016-01-30,94,Drunk On Your Love,Brett Eldredge,1,94,0,True
2016-01-30,95,RGF Island,Fetty Wap,14,57,94,False
2016-01-30,96,Come Get Her,Rae Sremmurd,18,56,85,False
2016-01-30,97,Nobody To Blame,Chris Stapleton,2,97,97,False
2016-01-30,98,Bang My Head,David Guetta Featuring Sia & Fetty Wap,1,98,0,True
2016-01-30,99,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,18,63,99,False
2016-01-30,100,Ginza,J Balvin,14,84,96,False
2016-02-06,1,Sorry,Justin Bieber,13,1,1,False
2016-02-06,2,Love Yourself,Justin Bieber,10,2,3,False
2016-02-06,3,Hello,Adele,13,1,2,False
2016-02-06,4,Stressed Out,Twenty One Pilots,18,4,4,False
2016-02-06,5,Here,Alessia Cara,25,5,6,False
2016-02-06,6,Stitches,Shawn Mendes,35,4,8,False
2016-02-06,7,Same Old Love,Selena Gomez,19,5,5,False
2016-02-06,8,Roses,The Chainsmokers Featuring ROZES,14,8,11,False
2016-02-06,9,Hotline Bling,Drake,25,2,7,False
2016-02-06,10,What Do You Mean?,Justin Bieber,21,1,10,False
2016-02-06,11,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,29,8,9,False
2016-02-06,12,My House,Flo Rida,11,12,23,False
2016-02-06,13,In The Night,The Weeknd,11,12,15,False
2016-02-06,14,Jumpman,Drake & Future,18,12,12,False
2016-02-06,15,Don't,Bryson Tiller,17,13,13,False
2016-02-06,16,"Me, Myself & I",G-Eazy x Bebe Rexha,12,16,19,False
2016-02-06,17,White Iverson,Post Malone,20,14,16,False
2016-02-06,18,The Hills,The Weeknd,35,1,14,False
2016-02-06,19,Antidote,Travis Scott,20,16,17,False
2016-02-06,20,679,Fetty Wap Featuring Remy Boyz,30,4,18,False
2016-02-06,21,Hands To Myself,Selena Gomez,7,21,37,False
2016-02-06,22,Cake By The Ocean,DNCE,14,22,22,False
2016-02-06,23,Say It,Tory Lanez,14,23,26,False
2016-02-06,24,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,10,20,20,False
2016-02-06,25,Die A Happy Man,Thomas Rhett,18,21,24,False
2016-02-06,26,One Call Away,Charlie Puth,8,26,34,False
2016-02-06,27,On My Mind,Ellie Goulding,18,13,21,False
2016-02-06,28,Watch Me,Silento,48,3,29,False
2016-02-06,29,Ex's & Oh's,Elle King,29,10,25,False
2016-02-06,30,Hide Away,Daya,18,30,31,False
2016-02-06,31,Down In The DM,Yo Gotti Featuring Nicki Minaj,8,31,36,False
2016-02-06,32,Can't Feel My Face,The Weeknd,33,1,27,False
2016-02-06,33,Break Up In A Small Town,Sam Hunt,16,29,33,False
2016-02-06,34,Wildest Dreams,Taylor Swift,22,5,28,False
2016-02-06,35,When We Were Young,Adele,9,22,41,False
2016-02-06,36,Lean On,Major Lazer X DJ Snake Featuring Mo,42,4,32,False
2016-02-06,37,See You Again,Wiz Khalifa Featuring Charlie Puth,46,1,38,False
2016-02-06,38,Perfect,One Direction,14,10,35,False
2016-02-06,39,Exchange,Bryson Tiller,13,39,44,False
2016-02-06,40,Confident,Demi Lovato,16,21,30,False
2016-02-06,41,No Role Modelz,J. Cole,23,36,43,False
2016-02-06,42,Stand By You,Rachel Platten,10,38,46,False
2016-02-06,43,Again,Fetty Wap,24,33,47,False
2016-02-06,44,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,9,44,48,False
2016-02-06,45,Best Friend,Young Thug,9,45,52,False
2016-02-06,46,Stay A Little Longer,Brothers Osborne,16,46,54,False
2016-02-06,47,Adventure Of A Lifetime,Coldplay,11,39,50,False
2016-02-06,48,Locked Away,R. City Featuring Adam Levine,27,6,49,False
2016-02-06,49,Back To Sleep,Chris Brown,6,49,51,False
2016-02-06,50,Out Of The Woods,Taylor Swift,5,18,55,False
2016-02-06,51,Focus,Ariana Grande,12,7,53,False
2016-02-06,52,Irresistible,Fall Out Boy,10,48,57,False
2016-02-06,53,Do It Like Me,DLOW,11,45,58,False
2016-02-06,54,Get Ugly,Jason Derulo,5,54,62,False
2016-02-06,55,Oui,Jeremih,3,55,64,False
2016-02-06,56,I Love This Life,LoCash,13,56,59,False
2016-02-06,57,Backroad Song,Granger Smith,7,57,65,False
2016-02-06,58,Sugar,Robin Schulz Featuring Francesco Yates,3,58,68,False
2016-02-06,59,I Got The Boy,Jana Kramer,15,56,56,False
2016-02-06,60,Heartbeat,Carrie Underwood,3,60,70,False
2016-02-06,61,Back Up,DeJ Loaf Featuring Big Sean,16,47,60,False
2016-02-06,62,2 Phones,Kevin Gates,3,62,71,False
2016-02-06,63,Big Rings,Drake & Future,18,52,63,False
2016-02-06,64,Beautiful Drug,Zac Brown Band,9,64,69,False
2016-02-06,65,Break On Me.,Keith Urban,4,65,72,False
2016-02-06,66,The Fix,Nelly Featuring Jeremih,17,62,66,False
2016-02-06,67,Sorry Not Sorry,Bryson Tiller,6,67,74,False
2016-02-06,68,Dessert,Dawin,7,68,79,False
2016-02-06,69,Drunk On Your Love,Brett Eldredge,2,69,94,False
2016-02-06,70,You Should Be Here,Cole Swindell,6,69,82,False
2016-02-06,71,Dibs,Kelsea Ballerini,12,71,75,False
2016-02-06,72,Emperor's New Clothes,Panic! At The Disco,3,68,0,False
2016-02-06,73,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,13,71,77,False
2016-02-06,74,Gonna Know We Were Here,Jason Aldean,15,54,61,False
2016-02-06,75,I'll Show You,Justin Bieber,12,19,67,False
2016-02-06,76,Really Really,Kevin Gates,5,76,83,False
2016-02-06,77,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,11,22,73,False
2016-02-06,78,Confession,Florida Georgia Line,4,78,84,False
2016-02-06,79,I Took A Pill In Ibiza,Mike Posner,1,79,0,True
2016-02-06,80,Nobody To Blame,Chris Stapleton,3,80,97,False
2016-02-06,81,Hollow,Tori Kelly,6,80,90,False
2016-02-06,82,Walking On A Dream,Empire of the Sun,1,82,0,True
2016-02-06,83,Good To Be Alive (Hallelujah),Andy Grammer,6,62,81,False
2016-02-06,84,Bang My Head,David Guetta Featuring Sia & Fetty Wap,2,84,98,False
2016-02-06,85,Mr. Misunderstood,Eric Church,4,84,86,False
2016-02-06,86,Let It Go,James Bay,5,86,87,False
2016-02-06,87,New Americana,Halsey,17,60,76,False
2016-02-06,88,Watch Out,2 Chainz,4,85,85,False
2016-02-06,89,Victorious,Panic! At The Disco,1,89,0,True
2016-02-06,90,We Went,Randy Houser,5,90,93,False
2016-02-06,91,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,12,84,89,False
2016-02-06,92,Death Of A Bachelor,Panic! At The Disco,1,92,0,True
2016-02-06,93,Lay It All On Me,Rudimental Featuring Ed Sheeran,16,48,88,False
2016-02-06,94,Right Hand,Drake,19,58,91,False
2016-02-06,95,Middle,DJ Snake Featuring Bipolar Sunshine,1,95,0,True
2016-02-06,96,7 Years,Lukas Graham,1,96,0,True
2016-02-06,97,Come Get Her,Rae Sremmurd,19,56,96,False
2016-02-06,98,Lean & Dabb,iLoveMemphis,1,98,0,True
2016-02-06,99,Ginza,J Balvin,15,84,100,False
2016-02-06,100,Acquainted,The Weeknd,4,60,0,False
2016-02-13,1,Love Yourself,Justin Bieber,11,1,2,False
2016-02-13,2,Sorry,Justin Bieber,14,1,1,False
2016-02-13,3,Stressed Out,Twenty One Pilots,19,3,4,False
2016-02-13,4,Hello,Adele,14,1,3,False
2016-02-13,5,My House,Flo Rida,12,5,12,False
2016-02-13,6,Roses,The Chainsmokers Featuring ROZES,15,6,8,False
2016-02-13,7,Hands To Myself,Selena Gomez,8,7,21,False
2016-02-13,8,Same Old Love,Selena Gomez,20,5,7,False
2016-02-13,9,Work,Rihanna Featuring Drake,1,9,0,True
2016-02-13,10,Here,Alessia Cara,26,5,5,False
2016-02-13,11,Stitches,Shawn Mendes,36,4,6,False
2016-02-13,12,"Me, Myself & I",G-Eazy x Bebe Rexha,13,12,16,False
2016-02-13,13,In The Night,The Weeknd,12,12,13,False
2016-02-13,14,Hotline Bling,Drake,26,2,9,False
2016-02-13,15,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,30,8,11,False
2016-02-13,16,Don't,Bryson Tiller,18,13,15,False
2016-02-13,17,What Do You Mean?,Justin Bieber,22,1,10,False
2016-02-13,18,Cake By The Ocean,DNCE,15,18,22,False
2016-02-13,19,White Iverson,Post Malone,21,14,17,False
2016-02-13,20,Jumpman,Drake & Future,19,12,14,False
2016-02-13,21,The Hills,The Weeknd,36,1,18,False
2016-02-13,22,One Call Away,Charlie Puth,9,22,26,False
2016-02-13,23,Antidote,Travis Scott,21,16,19,False
2016-02-13,24,Hide Away,Daya,19,24,30,False
2016-02-13,25,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,11,20,24,False
2016-02-13,26,Die A Happy Man,Thomas Rhett,19,21,25,False
2016-02-13,27,Say It,Tory Lanez,15,23,23,False
2016-02-13,28,679,Fetty Wap Featuring Remy Boyz,31,4,20,False
2016-02-13,29,When We Were Young,Adele,10,22,35,False
2016-02-13,30,Break Up In A Small Town,Sam Hunt,17,29,33,False
2016-02-13,31,Ex's & Oh's,Elle King,30,10,29,False
2016-02-13,32,On My Mind,Ellie Goulding,19,13,27,False
2016-02-13,33,Down In The DM,Yo Gotti Featuring Nicki Minaj,9,31,31,False
2016-02-13,34,Wildest Dreams,Taylor Swift,23,5,34,False
2016-02-13,35,Can't Feel My Face,The Weeknd,34,1,32,False
2016-02-13,36,Lean On,Major Lazer X DJ Snake Featuring Mo,43,4,36,False
2016-02-13,37,Stand By You,Rachel Platten,11,37,42,False
2016-02-13,38,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,10,38,44,False
2016-02-13,39,Watch Me,Silento,49,3,28,False
2016-02-13,40,Exchange,Bryson Tiller,14,39,39,False
2016-02-13,41,See You Again,Wiz Khalifa Featuring Charlie Puth,47,1,37,False
2016-02-13,42,No Role Modelz,J. Cole,24,36,41,False
2016-02-13,43,Perfect,One Direction,15,10,38,False
2016-02-13,44,Out Of The Woods,Taylor Swift,6,18,50,False
2016-02-13,45,Adventure Of A Lifetime,Coldplay,12,39,47,False
2016-02-13,46,Again,Fetty Wap,25,33,43,False
2016-02-13,47,Confident,Demi Lovato,17,21,40,False
2016-02-13,48,Back To Sleep,Chris Brown,7,48,49,False
2016-02-13,49,Best Friend,Young Thug,10,45,45,False
2016-02-13,50,Stay A Little Longer,Brothers Osborne,17,46,46,False
2016-02-13,51,Irresistible,Fall Out Boy,11,48,52,False
2016-02-13,52,Get Ugly,Jason Derulo,6,52,54,False
2016-02-13,53,Oui,Jeremih,4,53,55,False
2016-02-13,54,Sugar,Robin Schulz Featuring Francesco Yates,4,54,58,False
2016-02-13,55,Backroad Song,Granger Smith,8,55,57,False
2016-02-13,56,Bake Sale,Wiz Khalifa Featuring Travi$ Scott,1,56,0,True
2016-02-13,57,7 Years,Lukas Graham,2,57,96,False
2016-02-13,58,Heartbeat,Carrie Underwood,4,58,60,False
2016-02-13,59,I Took A Pill In Ibiza,Mike Posner,2,59,79,False
2016-02-13,60,You Should Be Here,Cole Swindell,7,60,70,False
2016-02-13,61,Break On Me.,Keith Urban,5,61,65,False
2016-02-13,62,Drunk On Your Love,Brett Eldredge,3,62,69,False
2016-02-13,63,Beautiful Drug,Zac Brown Band,10,63,64,False
2016-02-13,64,Watch Out,2 Chainz,5,64,88,False
2016-02-13,65,Walking On A Dream,Empire of the Sun,2,65,82,False
2016-02-13,66,Dibs,Kelsea Ballerini,13,66,71,False
2016-02-13,67,2 Phones,Kevin Gates,4,62,62,False
2016-02-13,68,I Love This Life,LoCash,14,56,56,False
2016-02-13,69,Confession,Florida Georgia Line,5,69,78,False
2016-02-13,70,Good To Be Alive (Hallelujah),Andy Grammer,7,62,83,False
2016-02-13,71,Big Rings,Drake & Future,19,52,63,False
2016-02-13,72,We Went,Randy Houser,6,72,90,False
2016-02-13,73,I Got The Boy,Jana Kramer,16,56,59,False
2016-02-13,74,The Fix,Nelly Featuring Jeremih,18,62,66,False
2016-02-13,75,Let It Go,James Bay,6,75,86,False
2016-02-13,76,Nobody To Blame,Chris Stapleton,4,76,80,False
2016-02-13,77,Sorry Not Sorry,Bryson Tiller,7,67,67,False
2016-02-13,78,Do It Like Me,DLOW,12,45,53,False
2016-02-13,79,Bang My Head,David Guetta Featuring Sia & Fetty Wap,3,79,84,False
2016-02-13,80,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,14,71,73,False
2016-02-13,81,Something In The Way You Move,Ellie Goulding,1,81,0,True
2016-02-13,82,Really Really,Kevin Gates,6,76,76,False
2016-02-13,83,Back Up,DeJ Loaf Featuring Big Sean,17,47,61,False
2016-02-13,84,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,12,22,77,False
2016-02-13,85,Mr. Misunderstood,Eric Church,5,84,85,False
2016-02-13,86,Hollow,Tori Kelly,7,80,81,False
2016-02-13,87,I Like The Sound Of That,Rascal Flatts,1,87,0,True
2016-02-13,88,Middle,DJ Snake Featuring Bipolar Sunshine,2,88,95,False
2016-02-13,89,Focus,Ariana Grande,13,7,51,False
2016-02-13,90,Dessert,Dawin,8,68,68,False
2016-02-13,91,My Church,Maren Morris,1,91,0,True
2016-02-13,92,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,13,84,91,False
2016-02-13,93,Gonna Know We Were Here,Jason Aldean,16,54,74,False
2016-02-13,94,Country Nation,Brad Paisley,1,94,0,True
2016-02-13,95,Humble And Kind,Tim McGraw,1,95,0,True
2016-02-13,96,Emperor's New Clothes,Panic! At The Disco,4,68,72,False
2016-02-13,97,Bottom Of The Bottle,Curren$y Featuring August Alsina & Lil Wayne,1,97,0,True
2016-02-13,98,Somewhere On A Beach,Dierks Bentley,1,98,0,True
2016-02-13,99,Acquainted,The Weeknd,5,60,100,False
2016-02-13,100,Snapback,Old Dominion,1,100,0,True
2016-02-20,1,Pillowtalk,ZAYN,1,1,0,True
2016-02-20,2,Love Yourself,Justin Bieber,12,1,1,False
2016-02-20,3,Sorry,Justin Bieber,15,1,2,False
2016-02-20,4,Stressed Out,Twenty One Pilots,20,3,3,False
2016-02-20,5,Hello,Adele,15,1,4,False
2016-02-20,6,Summer Sixteen,Drake,1,6,0,True
2016-02-20,7,Work,Rihanna Featuring Drake,2,7,9,False
2016-02-20,8,My House,Flo Rida,13,5,5,False
2016-02-20,9,Roses,The Chainsmokers Featuring ROZES,16,6,6,False
2016-02-20,10,"Me, Myself & I",G-Eazy x Bebe Rexha,14,10,12,False
2016-02-20,11,Stitches,Shawn Mendes,37,4,11,False
2016-02-20,12,Here,Alessia Cara,27,5,10,False
2016-02-20,13,Hands To Myself,Selena Gomez,9,7,7,False
2016-02-20,14,Cake By The Ocean,DNCE,16,14,18,False
2016-02-20,15,Same Old Love,Selena Gomez,21,5,8,False
2016-02-20,16,In The Night,The Weeknd,13,12,13,False
2016-02-20,17,One Call Away,Charlie Puth,10,17,22,False
2016-02-20,18,Hotline Bling,Drake,27,2,14,False
2016-02-20,19,Don't,Bryson Tiller,19,13,16,False
2016-02-20,20,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,31,8,15,False
2016-02-20,21,What Do You Mean?,Justin Bieber,23,1,17,False
2016-02-20,22,Jumpman,Drake & Future,20,12,20,False
2016-02-20,23,The Hills,The Weeknd,37,1,21,False
2016-02-20,24,White Iverson,Post Malone,22,14,19,False
2016-02-20,25,Hide Away,Daya,20,24,24,False
2016-02-20,26,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,12,20,25,False
2016-02-20,27,Say It,Tory Lanez,16,23,27,False
2016-02-20,28,Antidote,Travis Scott,22,16,23,False
2016-02-20,29,When We Were Young,Adele,11,22,29,False
2016-02-20,30,Die A Happy Man,Thomas Rhett,20,21,26,False
2016-02-20,31,679,Fetty Wap Featuring Remy Boyz,32,4,28,False
2016-02-20,32,Ex's & Oh's,Elle King,31,10,31,False
2016-02-20,33,Break Up In A Small Town,Sam Hunt,18,29,30,False
2016-02-20,34,On My Mind,Ellie Goulding,20,13,32,False
2016-02-20,35,Wildest Dreams,Taylor Swift,24,5,34,False
2016-02-20,36,Adventure Of A Lifetime,Coldplay,13,36,45,False
2016-02-20,37,Stand By You,Rachel Platten,12,37,37,False
2016-02-20,38,Watch Me,Silento,50,3,39,False
2016-02-20,39,Down In The DM,Yo Gotti Featuring Nicki Minaj,10,31,33,False
2016-02-20,40,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,11,38,38,False
2016-02-20,41,Lean On,Major Lazer X DJ Snake Featuring Mo,44,4,36,False
2016-02-20,42,Can't Feel My Face,The Weeknd,35,1,35,False
2016-02-20,43,7 Years,Lukas Graham,3,43,57,False
2016-02-20,44,Exchange,Bryson Tiller,15,39,40,False
2016-02-20,45,See You Again,Wiz Khalifa Featuring Charlie Puth,48,1,41,False
2016-02-20,46,2 Phones,Kevin Gates,5,46,67,False
2016-02-20,47,No Role Modelz,J. Cole,25,36,42,False
2016-02-20,48,I Took A Pill In Ibiza,Mike Posner,3,48,59,False
2016-02-20,49,Out Of The Woods,Taylor Swift,7,18,44,False
2016-02-20,50,Again,Fetty Wap,26,33,46,False
2016-02-20,51,Back To Sleep,Chris Brown,8,48,48,False
2016-02-20,52,Best Friend,Young Thug,11,45,49,False
2016-02-20,53,Oui,Jeremih,5,53,53,False
2016-02-20,54,Perfect,One Direction,16,10,43,False
2016-02-20,55,Backroad Song,Granger Smith,9,55,55,False
2016-02-20,56,Get Ugly,Jason Derulo,7,52,52,False
2016-02-20,57,You Should Be Here,Cole Swindell,8,57,60,False
2016-02-20,58,Heartbeat,Carrie Underwood,5,58,58,False
2016-02-20,59,Really Really,Kevin Gates,7,59,82,False
2016-02-20,60,Sugar,Robin Schulz Featuring Francesco Yates,5,54,54,False
2016-02-20,61,Drunk On Your Love,Brett Eldredge,4,61,62,False
2016-02-20,62,Break On Me.,Keith Urban,6,61,61,False
2016-02-20,63,Beautiful Drug,Zac Brown Band,11,63,63,False
2016-02-20,64,Irresistible,Fall Out Boy,12,48,51,False
2016-02-20,65,Stay A Little Longer,Brothers Osborne,18,46,50,False
2016-02-20,66,Dibs,Kelsea Ballerini,14,66,66,False
2016-02-20,67,Confident,Demi Lovato,18,21,47,False
2016-02-20,68,Hymn For The Weekend,Coldplay,1,68,0,True
2016-02-20,69,Confession,Florida Georgia Line,6,69,69,False
2016-02-20,70,Something In The Way You Move,Ellie Goulding,2,70,81,False
2016-02-20,71,My Church,Maren Morris,2,71,91,False
2016-02-20,72,We Went,Randy Houser,7,72,72,False
2016-02-20,73,Big Rings,Drake & Future,20,52,71,False
2016-02-20,74,Watch Out,2 Chainz,6,64,64,False
2016-02-20,75,I Love This Life,LoCash,15,56,68,False
2016-02-20,76,Bang My Head,David Guetta Featuring Sia & Fetty Wap,4,76,79,False
