chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2016-01-02,1,Hello,Adele,8,1,1,False
2016-01-02,2,Sorry,Justin Bieber,8,2,2,False
2016-01-02,3,Hotline Bling,Drake,20,2,3,False
2016-01-02,4,Love Yourself,Justin Bieber,5,4,5,False
2016-01-02,5,What Do You Mean?,Justin Bieber,16,1,4,False
2016-01-02,6,Same Old Love,Selena Gomez,14,6,9,False
2016-01-02,7,The Hills,The Weeknd,30,1,6,False
2016-01-02,8,Here,Alessia Cara,20,8,8,False
2016-01-02,9,Stitches,Shawn Mendes,30,4,7,False
2016-01-02,10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,24,8,10,False
2016-01-02,11,679,Fetty Wap Featuring Remy Boyz,25,4,11,False
2016-01-02,12,In The Night,The Weeknd,6,12,19,False
2016-01-02,13,Jumpman,Drake & Future,13,12,14,False
2016-01-02,14,On My Mind,Ellie Goulding,13,13,13,False
2016-01-02,15,Can't Feel My Face,The Weeknd,28,1,15,False
2016-01-02,16,Antidote,Travis Scott,15,16,16,False
2016-01-02,17,Ex's & Oh's,Elle King,24,10,12,False
2016-01-02,18,All I Want For Christmas Is You,Mariah Carey,13,18,22,False
2016-01-02,19,Stressed Out,Twenty One Pilots,13,19,28,False
2016-01-02,20,Don't,Bryson Tiller,12,20,20,False
2016-01-02,21,Die A Happy Man,Thomas Rhett,13,21,25,False
2016-01-02,22,White Iverson,Post Malone,15,22,23,False
2016-01-02,23,Wildest Dreams,Taylor Swift,17,5,18,False
2016-01-02,24,Mary Did You Know,Jordan Smith,1,24,0,True
2016-01-02,25,Lean On,Major Lazer X DJ Snake Featuring Mo,37,4,17,False
2016-01-02,26,Roses,The Chainsmokers Featuring ROZES,9,26,29,False
2016-01-02,27,Watch Me,Silento,43,3,26,False
2016-01-02,28,Say It,Tory Lanez,9,28,30,False
2016-01-02,29,Burning House,Cam,23,29,47,False
2016-01-02,30,Confident,Demi Lovato,11,21,31,False
2016-01-02,31,Trap Queen,Fetty Wap,48,2,27,False
2016-01-02,32,Perfect,One Direction,9,10,32,False
2016-01-02,33,Focus,Ariana Grande,7,7,24,False
2016-01-02,34,Break Up In A Small Town,Sam Hunt,11,32,34,False
2016-01-02,35,Where Ya At,Future Featuring Drake,22,28,35,False
2016-01-02,36,No Role Modelz,J. Cole,18,36,37,False
2016-01-02,37,Locked Away,R. City Featuring Adam Levine,22,6,33,False
2016-01-02,38,Rockin' Around The Christmas Tree,Brenda Lee,14,14,44,False
2016-01-02,39,Where Are U Now,Skrillex & Diplo With Justin Bieber,42,8,38,False
2016-01-02,40,"Me, Myself & I",G-Eazy x Bebe Rexha,7,36,36,False
2016-01-02,41,Hide Away,Daya,13,41,48,False
2016-01-02,42,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,41,False
2016-01-02,43,Good For You,Selena Gomez Featuring A$AP Rocky,26,5,40,False
2016-01-02,44,Adventure Of A Lifetime,Coldplay,6,39,39,False
2016-01-02,45,Again,Fetty Wap,19,33,42,False
2016-01-02,46,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,5,46,52,False
2016-01-02,47,Cake By The Ocean,DNCE,9,47,63,False
2016-01-02,48,Exchange,Bryson Tiller,8,48,53,False
2016-01-02,49,Cheerleader,OMI,35,1,43,False
2016-01-02,50,Drag Me Down,One Direction,20,3,46,False
2016-01-02,51,My House,Flo Rida,6,51,55,False
2016-01-02,52,Hit The Quan,iLoveMemphis,18,15,45,False
2016-01-02,53,Back Up,DeJ Loaf Featuring Big Sean,11,47,49,False
2016-01-02,54,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,6,22,57,False
2016-01-02,55,When We Were Young,Adele,4,22,78,False
2016-01-02,56,Burning House,Emily Ann Roberts,1,56,0,True
2016-01-02,57,Down In The DM,Yo Gotti Featuring Nicki Minaj,3,57,68,False
2016-01-02,58,Stay A Little Longer,Brothers Osborne,11,58,59,False
2016-01-02,59,I'll Show You,Justin Bieber,7,19,51,False
2016-01-02,60,One Call Away,Charlie Puth,3,60,75,False
2016-01-02,61,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,4,61,67,False
2016-01-02,62,Hands To Myself,Selena Gomez,2,62,77,False
2016-01-02,63,Gonna,Blake Shelton,14,54,54,False
2016-01-02,64,Back To Sleep,Chris Brown,1,64,0,True
2016-01-02,65,The Fix,Nelly Featuring Jeremih,12,62,62,False
2016-01-02,66,Gonna Know We Were Here,Jason Aldean,10,62,65,False
2016-01-02,67,Used To Love You,Gwen Stefani,5,52,56,False
2016-01-02,68,Do It Like Me,DLOW,6,45,60,False
2016-01-02,69,You Should Be Here,Cole Swindell,1,69,0,True
2016-01-02,70,Big Rings,Drake & Future,13,52,64,False
2016-01-02,71,I Got The Boy,Jana Kramer,10,71,71,False
2016-01-02,72,Climb Every Mountain,Jordan Smith,1,72,0,True
2016-01-02,73,I Love This Life,LoCash,8,73,74,False
2016-01-02,74,Back To Back,Drake,20,21,66,False
2016-01-02,75,Lay It All On Me,Rudimental Featuring Ed Sheeran,11,48,58,False
2016-01-02,76,Top Of The World,Tim McGraw,10,73,73,False
2016-01-02,77,Stand By You,Rachel Platten,5,61,61,False
2016-01-02,78,Best Friend,Young Thug,4,72,72,False
2016-01-02,79,Irresistible,Fall Out Boy,5,77,84,False
2016-01-02,80,New Americana,Halsey,12,80,82,False
2016-01-02,81,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,8,71,87,False
2016-01-02,82,The Feeling,Justin Bieber Featuring Halsey,5,31,70,False
2016-01-02,83,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,14,63,81,False
2016-01-02,84,Come Get Her,Rae Sremmurd,14,56,79,False
2016-01-02,85,Nothin' Like You,Dan + Shay,19,51,69,False
2016-01-02,86,Good To Be Alive (Hallelujah),Andy Grammer,1,86,0,True
2016-01-02,87,Dibs,Kelsea Ballerini,7,86,86,False
2016-01-02,88,Strip It Down,Luke Bryan,20,30,80,False
2016-01-02,89,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",17,12,76,False
2016-01-02,90,God Only Knows,Jordan Smith & Adam Levine,1,90,0,True
2016-01-02,91,Backroad Song,Granger Smith,2,91,93,False
2016-01-02,92,Dessert,Dawin,2,89,89,False
2016-01-02,93,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,7,84,92,False
2016-01-02,94,Right Hand,Drake,14,58,88,False
2016-01-02,95,Sorry Not Sorry,Bryson Tiller,1,95,0,True
2016-01-02,96,Beautiful Drug,Zac Brown Band,4,95,100,False
2016-01-02,97,Smoke Break,Carrie Underwood,17,43,83,False
2016-01-02,98,Hollow,Tori Kelly,1,98,0,True
2016-01-02,99,Somebody To Love,Jordan Smith,2,21,21,False
2016-01-02,100,Purpose,Justin Bieber,5,43,85,False
2016-01-09,1,Hello,Adele,9,1,1,False
2016-01-09,2,Sorry,Justin Bieber,9,2,2,False
2016-01-09,3,Love Yourself,Justin Bieber,6,3,4,False
2016-01-09,4,Hotline Bling,Drake,21,2,3,False
2016-01-09,5,What Do You Mean?,Justin Bieber,17,1,5,False
2016-01-09,6,Same Old Love,Selena Gomez,15,6,6,False
2016-01-09,7,Here,Alessia Cara,21,7,8,False
2016-01-09,8,Stitches,Shawn Mendes,31,4,9,False
2016-01-09,9,The Hills,The Weeknd,31,1,7,False
2016-01-09,10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,25,8,10,False
2016-01-09,11,All I Want For Christmas Is You,Mariah Carey,14,11,18,False
2016-01-09,12,Jumpman,Drake & Future,14,12,13,False
2016-01-09,13,Stressed Out,Twenty One Pilots,14,13,19,False
2016-01-09,14,679,Fetty Wap Featuring Remy Boyz,26,4,11,False
2016-01-09,15,In The Night,The Weeknd,7,12,12,False
2016-01-09,16,Antidote,Travis Scott,16,16,16,False
2016-01-09,17,On My Mind,Ellie Goulding,14,13,14,False
2016-01-09,18,Don't,Bryson Tiller,13,18,20,False
2016-01-09,19,Watch Me,Silento,44,3,27,False
2016-01-09,20,Roses,The Chainsmokers Featuring ROZES,10,20,26,False
2016-01-09,21,Can't Feel My Face,The Weeknd,29,1,15,False
2016-01-09,22,Wildest Dreams,Taylor Swift,18,5,23,False
2016-01-09,23,Ex's & Oh's,Elle King,25,10,17,False
2016-01-09,24,White Iverson,Post Malone,16,22,22,False
2016-01-09,25,Die A Happy Man,Thomas Rhett,14,21,21,False
2016-01-09,26,Say It,Tory Lanez,10,26,28,False
2016-01-09,27,Confident,Demi Lovato,12,21,30,False
2016-01-09,28,Lean On,Major Lazer X DJ Snake Featuring Mo,38,4,25,False
2016-01-09,29,Trap Queen,Fetty Wap,49,2,31,False
2016-01-09,30,Rockin' Around The Christmas Tree,Brenda Lee,15,14,38,False
2016-01-09,31,Perfect,One Direction,10,10,32,False
2016-01-09,32,Break Up In A Small Town,Sam Hunt,12,32,34,False
2016-01-09,33,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,6,33,46,False
2016-01-09,34,Hit The Quan,iLoveMemphis,19,15,52,False
2016-01-09,35,Focus,Ariana Grande,8,7,33,False
2016-01-09,36,"Me, Myself & I",G-Eazy x Bebe Rexha,8,36,40,False
2016-01-09,37,My House,Flo Rida,7,37,51,False
2016-01-09,38,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",7,38,0,False
2016-01-09,39,Hands To Myself,Selena Gomez,3,39,62,False
2016-01-09,40,No Role Modelz,J. Cole,19,36,36,False
2016-01-09,41,See You Again,Wiz Khalifa Featuring Charlie Puth,42,1,42,False
2016-01-09,42,Hide Away,Daya,14,41,41,False
2016-01-09,43,Cake By The Ocean,DNCE,10,43,47,False
2016-01-09,44,Again,Fetty Wap,20,33,45,False
2016-01-09,45,Where Ya At,Future Featuring Drake,23,28,35,False
2016-01-09,46,Locked Away,R. City Featuring Adam Levine,23,6,37,False
2016-01-09,47,Jingle Bell Rock,Bobby Helms,16,35,0,False
2016-01-09,48,Do It Like Me,DLOW,7,45,68,False
2016-01-09,49,Where Are U Now,Skrillex & Diplo With Justin Bieber,43,8,39,False
2016-01-09,50,Burning House,Cam,24,29,29,False
2016-01-09,51,Exchange,Bryson Tiller,9,48,48,False
2016-01-09,52,Down In The DM,Yo Gotti Featuring Nicki Minaj,4,52,57,False
2016-01-09,53,Back To Sleep,Chris Brown,2,53,64,False
2016-01-09,54,When We Were Young,Adele,5,22,55,False
2016-01-09,55,Adventure Of A Lifetime,Coldplay,7,39,44,False
2016-01-09,56,Back Up,DeJ Loaf Featuring Big Sean,12,47,53,False
2016-01-09,57,One Call Away,Charlie Puth,4,57,60,False
2016-01-09,58,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,7,22,54,False
2016-01-09,59,I'll Show You,Justin Bieber,8,19,59,False
2016-01-09,60,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,5,60,61,False
2016-01-09,61,Big Rings,Drake & Future,14,52,70,False
2016-01-09,62,The Fix,Nelly Featuring Jeremih,13,62,65,False
2016-01-09,63,Best Friend,Young Thug,5,63,78,False
2016-01-09,64,Stay A Little Longer,Brothers Osborne,12,58,58,False
2016-01-09,65,Gonna Know We Were Here,Jason Aldean,11,62,66,False
2016-01-09,66,Stand By You,Rachel Platten,6,61,77,False
2016-01-09,67,Used To Love You,Gwen Stefani,6,52,67,False
2016-01-09,68,Irresistible,Fall Out Boy,6,68,79,False
2016-01-09,69,I Got The Boy,Jana Kramer,11,69,71,False
2016-01-09,70,I Love This Life,LoCash,9,70,73,False
2016-01-09,71,New Americana,Halsey,13,71,80,False
2016-01-09,72,You Should Be Here,Cole Swindell,2,69,69,False
2016-01-09,73,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,9,71,81,False
2016-01-09,74,Gonna,Blake Shelton,15,54,63,False
2016-01-09,75,Dessert,Dawin,3,75,92,False
2016-01-09,76,Come Get Her,Rae Sremmurd,15,56,84,False
2016-01-09,77,Liquor,Chris Brown,16,60,0,False
2016-01-09,78,Lay It All On Me,Rudimental Featuring Ed Sheeran,12,48,75,False
2016-01-09,79,Right Hand,Drake,15,58,94,False
2016-01-09,80,Zero,Chris Brown,1,80,0,True
2016-01-09,81,Hallelujah,Lindsey Stirling,1,81,0,True
2016-01-09,82,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",18,12,89,False
2016-01-09,83,Good To Be Alive (Hallelujah),Andy Grammer,2,83,86,False
2016-01-09,84,The Feeling,Justin Bieber Featuring Halsey,6,31,82,False
2016-01-09,85,Top Of The World,Tim McGraw,11,73,76,False
2016-01-09,86,RGF Island,Fetty Wap,11,57,0,False
2016-01-09,87,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,15,63,83,False
2016-01-09,88,Backroad Song,Granger Smith,3,88,91,False
2016-01-09,89,Ginza,J Balvin,12,84,0,False
2016-01-09,90,Sorry Not Sorry,Bryson Tiller,2,90,95,False
2016-01-09,91,Little More (Royalty),Chris Brown,1,91,0,True
2016-01-09,92,Beautiful Drug,Zac Brown Band,5,92,96,False
2016-01-09,93,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,8,84,93,False
2016-01-09,94,Really Really,Kevin Gates,1,94,0,True
2016-01-09,95,Purpose,Justin Bieber,6,43,100,False
2016-01-09,96,Hollow,Tori Kelly,2,96,98,False
2016-01-09,97,Dibs,Kelsea Ballerini,8,86,87,False
2016-01-09,98,Let It Go,James Bay,1,98,0,True
2016-01-09,99,Stick Talk,Future,1,99,0,True
2016-01-09,100,Get Ugly,Jason Derulo,1,100,0,True
2016-01-16,1,Hello,Adele,10,1,1,False
2016-01-16,2,Sorry,Justin Bieber,10,2,2,False
2016-01-16,3,Love Yourself,Justin Bieber,7,3,3,False
2016-01-16,4,Hotline Bling,Drake,22,2,4,False
2016-01-16,5,What Do You Mean?,Justin Bieber,18,1,5,False
2016-01-16,6,Stitches,Shawn Mendes,32,4,8,False
2016-01-16,7,Same Old Love,Selena Gomez,16,6,6,False
2016-01-16,8,Here,Alessia Cara,22,7,7,False
2016-01-16,9,Stressed Out,Twenty One Pilots,15,9,13,False
2016-01-16,10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,26,8,10,False
2016-01-16,11,The Hills,The Weeknd,32,1,9,False
2016-01-16,12,679,Fetty Wap Featuring Remy Boyz,27,4,14,False
2016-01-16,13,Jumpman,Drake & Future,15,12,12,False
2016-01-16,14,Ex's & Oh's,Elle King,26,10,23,False
2016-01-16,15,White Iverson,Post Malone,17,15,24,False
2016-01-16,16,On My Mind,Ellie Goulding,15,13,17,False
2016-01-16,17,Antidote,Travis Scott,17,16,16,False
2016-01-16,18,Wildest Dreams,Taylor Swift,19,5,22,False
2016-01-16,19,Watch Me,Silento,45,3,19,False
2016-01-16,20,In The Night,The Weeknd,8,12,15,False
2016-01-16,21,Don't,Bryson Tiller,14,18,18,False
2016-01-16,22,Roses,The Chainsmokers Featuring ROZES,11,20,20,False
2016-01-16,23,Confident,Demi Lovato,13,21,27,False
2016-01-16,24,Can't Feel My Face,The Weeknd,30,1,21,False
2016-01-16,25,Die A Happy Man,Thomas Rhett,15,21,25,False
2016-01-16,26,Perfect,One Direction,11,10,31,False
2016-01-16,27,Trap Queen,Fetty Wap,50,2,29,False
2016-01-16,28,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,7,28,33,False
2016-01-16,29,Break Up In A Small Town,Sam Hunt,13,29,32,False
2016-01-16,30,See You Again,Wiz Khalifa Featuring Charlie Puth,43,1,41,False
2016-01-16,31,Hide Away,Daya,15,31,42,False
2016-01-16,32,Say It,Tory Lanez,11,26,26,False
2016-01-16,33,Lean On,Major Lazer X DJ Snake Featuring Mo,39,4,28,False
2016-01-16,34,My House,Flo Rida,8,34,37,False
2016-01-16,35,"Me, Myself & I",G-Eazy x Bebe Rexha,9,35,36,False
2016-01-16,36,One Call Away,Charlie Puth,5,36,57,False
2016-01-16,37,Hit The Quan,iLoveMemphis,20,15,34,False
2016-01-16,38,Again,Fetty Wap,21,33,44,False
2016-01-16,39,Focus,Ariana Grande,9,7,35,False
2016-01-16,40,Locked Away,R. City Featuring Adam Levine,24,6,46,False
2016-01-16,41,Cake By The Ocean,DNCE,11,41,43,False
2016-01-16,42,Hands To Myself,Selena Gomez,4,39,39,False
2016-01-16,43,No Role Modelz,J. Cole,20,36,40,False
2016-01-16,44,Burning House,Cam,25,29,50,False
2016-01-16,45,Where Ya At,Future Featuring Drake,24,28,45,False
2016-01-16,46,Exchange,Bryson Tiller,10,46,51,False
2016-01-16,47,When We Were Young,Adele,6,22,54,False
2016-01-16,48,Down In The DM,Yo Gotti Featuring Nicki Minaj,5,48,52,False
2016-01-16,49,Where Are U Now,Skrillex & Diplo With Justin Bieber,44,8,49,False
2016-01-16,50,Stand By You,Rachel Platten,7,50,66,False
2016-01-16,51,Do It Like Me,DLOW,8,45,48,False
2016-01-16,52,Back Up,DeJ Loaf Featuring Big Sean,13,47,56,False
2016-01-16,53,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,6,53,60,False
2016-01-16,54,Adventure Of A Lifetime,Coldplay,8,39,55,False
2016-01-16,55,Irresistible,Fall Out Boy,7,55,68,False
2016-01-16,56,Gonna Know We Were Here,Jason Aldean,12,56,65,False
2016-01-16,57,Big Rings,Drake & Future,15,52,61,False
2016-01-16,58,I'll Show You,Justin Bieber,9,19,59,False
2016-01-16,59,Back To Sleep,Chris Brown,3,53,53,False
2016-01-16,60,New Americana,Halsey,14,60,71,False
2016-01-16,61,Stay A Little Longer,Brothers Osborne,13,58,64,False
2016-01-16,62,Good To Be Alive (Hallelujah),Andy Grammer,3,62,83,False
2016-01-16,63,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,8,22,58,False
2016-01-16,64,I Got The Boy,Jana Kramer,12,64,69,False
2016-01-16,65,I Love This Life,LoCash,10,65,70,False
2016-01-16,66,Right Hand,Drake,16,58,79,False
2016-01-16,67,Best Friend,Young Thug,6,63,63,False
2016-01-16,68,Used To Love You,Gwen Stefani,7,52,67,False
2016-01-16,69,The Fix,Nelly Featuring Jeremih,14,62,62,False
2016-01-16,70,Get Ugly,Jason Derulo,2,70,100,False
2016-01-16,71,Come Get Her,Rae Sremmurd,16,56,76,False
2016-01-16,72,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",19,12,82,False
2016-01-16,73,Dessert,Dawin,4,73,75,False
2016-01-16,74,RGF Island,Fetty Wap,12,57,86,False
2016-01-16,75,Gonna,Blake Shelton,16,54,74,False
2016-01-16,76,Dibs,Kelsea Ballerini,9,76,97,False
2016-01-16,77,Sorry Not Sorry,Bryson Tiller,3,77,90,False
2016-01-16,78,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,10,71,73,False
2016-01-16,79,Really Really,Kevin Gates,2,79,94,False
2016-01-16,80,Hollow,Tori Kelly,3,80,96,False
2016-01-16,81,Beautiful Drug,Zac Brown Band,6,81,92,False
2016-01-16,82,Backroad Song,Granger Smith,4,82,88,False
2016-01-16,83,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,16,63,87,False
2016-01-16,84,Top Of The World,Tim McGraw,12,73,85,False
2016-01-16,85,Watch Out,2 Chainz,1,85,0,True
2016-01-16,86,Purpose,Justin Bieber,7,43,95,False
2016-01-16,87,Smoke Break,Carrie Underwood,18,43,0,False
2016-01-16,88,Lay It All On Me,Rudimental Featuring Ed Sheeran,13,48,78,False
2016-01-16,89,Liquor,Chris Brown,17,60,77,False
2016-01-16,90,Let It Go,James Bay,2,90,98,False
2016-01-16,91,Stick Talk,Future,2,91,99,False
2016-01-16,92,Mr. Misunderstood,Eric Church,1,92,0,True
2016-01-16,93,The Feeling,Justin Bieber Featuring Halsey,7,31,84,False
2016-01-16,94,Break On Me.,Keith Urban,1,94,0,True
2016-01-16,95,Zero,Chris Brown,2,80,80,False
2016-01-16,96,Jugg,Fetty Wap Featuring Monty,6,86,0,False
2016-01-16,97,You Should Be Here,Cole Swindell,3,69,72,False
2016-01-16,98,We Went,Randy Houser,2,98,0,False
2016-01-16,99,Confession,Florida Georgia Line,1,99,0,True
2016-01-16,100,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,9,84,93,False
2016-01-23,1,Sorry,Justin Bieber,11,1,2,False
2016-01-23,2,Hello,Adele,11,1,1,False
2016-01-23,3,Love Yourself,Justin Bieber,8,3,3,False
2016-01-23,4,Hotline Bling,Drake,23,2,4,False
2016-01-23,5,Stressed Out,Twenty One Pilots,16,5,9,False
2016-01-23,6,Same Old Love,Selena Gomez,17,6,7,False
2016-01-23,7,Stitches,Shawn Mendes,33,4,6,False
2016-01-23,8,What Do You Mean?,Justin Bieber,19,1,5,False
2016-01-23,9,Here,Alessia Cara,23,7,8,False
2016-01-23,10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,27,8,10,False
2016-01-23,11,The Hills,The Weeknd,33,1,11,False
2016-01-23,12,Jumpman,Drake & Future,16,12,13,False
2016-01-23,13,Roses,The Chainsmokers Featuring ROZES,12,13,22,False
2016-01-23,14,White Iverson,Post Malone,18,14,15,False
2016-01-23,15,On My Mind,Ellie Goulding,16,13,16,False
2016-01-23,16,In The Night,The Weeknd,9,12,20,False
2016-01-23,17,Don't,Bryson Tiller,15,17,21,False
2016-01-23,18,679,Fetty Wap Featuring Remy Boyz,28,4,12,False
2016-01-23,19,Antidote,Travis Scott,18,16,17,False
2016-01-23,20,Ex's & Oh's,Elle King,27,10,14,False
2016-01-23,21,Wildest Dreams,Taylor Swift,20,5,18,False
2016-01-23,22,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,8,22,28,False
2016-01-23,23,Die A Happy Man,Thomas Rhett,16,21,25,False
2016-01-23,24,Can't Feel My Face,The Weeknd,31,1,24,False
2016-01-23,25,Confident,Demi Lovato,14,21,23,False
2016-01-23,26,Cake By The Ocean,DNCE,12,26,41,False
2016-01-23,27,Watch Me,Silento,46,3,19,False
2016-01-23,28,Perfect,One Direction,12,10,26,False
2016-01-23,29,"Me, Myself & I",G-Eazy x Bebe Rexha,10,29,35,False
2016-01-23,30,Say It,Tory Lanez,12,26,32,False
2016-01-23,31,Lean On,Major Lazer X DJ Snake Featuring Mo,40,4,33,False
2016-01-23,32,My House,Flo Rida,9,32,34,False
2016-01-23,33,Hide Away,Daya,16,31,31,False
2016-01-23,34,Break Up In A Small Town,Sam Hunt,14,29,29,False
2016-01-23,35,Trap Queen,Fetty Wap,51,2,27,False
2016-01-23,36,See You Again,Wiz Khalifa Featuring Charlie Puth,44,1,30,False
2016-01-23,37,One Call Away,Charlie Puth,6,36,36,False
2016-01-23,38,Stand By You,Rachel Platten,8,38,50,False
2016-01-23,39,Down In The DM,Yo Gotti Featuring Nicki Minaj,6,39,48,False
2016-01-23,40,No Role Modelz,J. Cole,21,36,43,False
2016-01-23,41,When We Were Young,Adele,7,22,47,False
2016-01-23,42,Hands To Myself,Selena Gomez,5,39,42,False
2016-01-23,43,Again,Fetty Wap,22,33,38,False
2016-01-23,44,Exchange,Bryson Tiller,11,44,46,False
2016-01-23,45,Locked Away,R. City Featuring Adam Levine,25,6,40,False
2016-01-23,46,Out Of The Woods,Taylor Swift,3,18,0,False
2016-01-23,47,Where Ya At,Future Featuring Drake,25,28,45,False
2016-01-23,48,Irresistible,Fall Out Boy,8,48,55,False
2016-01-23,49,Where Are U Now,Skrillex & Diplo With Justin Bieber,45,8,49,False
2016-01-23,50,Focus,Ariana Grande,10,7,39,False
2016-01-23,51,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,7,51,53,False
2016-01-23,52,Adventure Of A Lifetime,Coldplay,9,39,54,False
2016-01-23,53,Back To Sleep,Chris Brown,4,53,59,False
2016-01-23,54,Gonna Know We Were Here,Jason Aldean,13,54,56,False
2016-01-23,55,Stay A Little Longer,Brothers Osborne,14,55,61,False
2016-01-23,56,Back Up,DeJ Loaf Featuring Big Sean,14,47,52,False
2016-01-23,57,I Love This Life,LoCash,11,57,65,False
2016-01-23,58,I Got The Boy,Jana Kramer,13,58,64,False
2016-01-23,59,Do It Like Me,DLOW,9,45,51,False
2016-01-23,60,Best Friend,Young Thug,7,60,67,False
2016-01-23,61,Used To Love You,Gwen Stefani,8,52,68,False
2016-01-23,62,Good To Be Alive (Hallelujah),Andy Grammer,4,62,62,False
2016-01-23,63,Big Rings,Drake & Future,16,52,57,False
2016-01-23,64,New Americana,Halsey,15,60,60,False
2016-01-23,65,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,9,22,63,False
2016-01-23,66,Get Ugly,Jason Derulo,3,66,70,False
2016-01-23,67,I'll Show You,Justin Bieber,10,19,58,False
2016-01-23,68,The Fix,Nelly Featuring Jeremih,15,62,69,False
2016-01-23,69,Backroad Song,Granger Smith,5,69,82,False
2016-01-23,70,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",20,12,72,False
2016-01-23,71,Beautiful Drug,Zac Brown Band,7,71,81,False
2016-01-23,72,Gonna,Blake Shelton,17,54,75,False
2016-01-23,73,Dessert,Dawin,5,73,73,False
2016-01-23,74,Break On Me.,Keith Urban,2,74,94,False
2016-01-23,75,Dibs,Kelsea Ballerini,10,75,76,False
2016-01-23,76,Heartbeat,Carrie Underwood,1,76,0,True
2016-01-23,77,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,11,71,78,False
2016-01-23,78,Right Hand,Drake,17,58,66,False
2016-01-23,79,Top Of The World,Tim McGraw,13,73,84,False
2016-01-23,80,Sorry Not Sorry,Bryson Tiller,4,77,77,False
2016-01-23,81,Oui,Jeremih,1,81,0,True
2016-01-23,82,Lay It All On Me,Rudimental Featuring Ed Sheeran,14,48,88,False
2016-01-23,83,Really Really,Kevin Gates,3,79,79,False
2016-01-23,84,Mr. Misunderstood,Eric Church,2,84,92,False
2016-01-23,85,Come Get Her,Rae Sremmurd,17,56,71,False
2016-01-23,86,Watch Out,2 Chainz,2,85,85,False
2016-01-23,87,Sugar,Robin Schulz Featuring Francesco Yates,1,87,0,True
2016-01-23,88,Hollow,Tori Kelly,4,80,80,False
2016-01-23,89,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,10,84,100,False
2016-01-23,90,Let It Go,James Bay,3,90,90,False
2016-01-23,91,Confession,Florida Georgia Line,2,91,99,False
2016-01-23,92,We Went,Randy Houser,3,92,98,False
2016-01-23,93,2 Phones,Kevin Gates,1,93,0,True
2016-01-23,94,RGF Island,Fetty Wap,13,57,74,False
2016-01-23,95,Smoke Break,Carrie Underwood,19,43,87,False
2016-01-23,96,Ginza,J Balvin,13,84,0,False
2016-01-23,97,Nobody To Blame,Chris Stapleton,1,97,0,True
2016-01-23,98,You Should Be Here,Cole Swindell,4,69,97,False
2016-01-23,99,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,17,63,83,False
2016-01-23,100,Tennessee Whiskey,Chris Stapleton,5,20,0,False
2016-01-30,1,Sorry,Justin Bieber,12,1,1,False
2016-01-30,2,Hello,Adele,12,1,2,False
2016-01-30,3,Love Yourself,Justin Bieber,9,3,3,False
2016-01-30,4,Stressed Out,Twenty One Pilots,17,4,5,False
2016-01-30,5,Same Old Love,Selena Gomez,18,5,6,False
2016-01-30,6,Here,Alessia Cara,24,6,9,False
2016-01-30,7,Hotline Bling,Drake,24,2,4,False
2016-01-30,8,Stitches,Shawn Mendes,34,4,7,False
2016-01-30,9,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,28,8,10,False
