chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2018-09-15,43,Mine,Bazzi,33,11,33,False
2018-09-15,44,I'm A Mess,Bebe Rexha,8,39,39,False
2018-09-15,45,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,12,32,34,False
2018-09-15,46,Happier,Marshmello & Bastille,3,46,59,False
2018-09-15,47,Beautiful,Bazzi Featuring Camila Cabello,5,44,44,False
2018-09-15,48,Broken,lovelytheband,8,48,50,False
2018-09-15,49,Venom,Eminem,1,49,0,True
2018-09-15,50,Drew Barrymore,Bryce Vine,4,46,46,False
2018-09-15,51,Life Changes,Thomas Rhett,11,36,36,False
2018-09-15,52,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",20,36,49,False
2018-09-15,53,Hotel Key,Old Dominion,10,51,51,False
2018-09-15,54,Feels Like Summer,Childish Gambino,1,54,0,True
2018-09-15,55,Mercy,Brett Young,18,29,38,False
2018-09-15,56,Breathin,Ariana Grande,3,22,37,False
2018-09-15,57,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,9,57,57,False
2018-09-15,58,Africa,Weezer,8,54,56,False
2018-09-15,59,Apes**t,The Carters,12,13,53,False
2018-09-15,60,Hooked,Dylan Scott,8,60,60,False
2018-09-15,61,Stargazing,Travis Scott,5,8,40,False
2018-09-15,62,Ring,Cardi B Featuring Kehlani,7,28,67,False
2018-09-15,63,Barbie Dreams,Nicki Minaj,4,18,45,False
2018-09-15,64,W O R K I N  M E,Quavo,4,52,52,False
2018-09-15,65,Nice Guy,Eminem & Jessie Reyez,1,65,0,True
2018-09-15,66,She Got The Best Of Me,Luke Combs,4,65,65,False
2018-09-15,67,Good Guy,Eminem Featuring Jessie Reyez,1,67,0,True
2018-09-15,68,Blue Tacoma,Russell Dickerson,3,68,68,False
2018-09-15,69,Medicine,Queen Naija,14,45,70,False
2018-09-15,70,Break Up In The End,Cole Swindell,9,49,62,False
2018-09-15,71,Remind Me To Forget,Kygo Featuring Miguel,8,63,63,False
2018-09-15,72,You Say,Lauren Daigle,8,53,55,False
2018-09-15,73,Mo Bamba,Sheck Wes,2,73,82,False
2018-09-15,74,High Hopes,Panic! At The Disco,5,74,76,False
2018-09-15,75,All Girls Are The Same,Juice WRLD,17,41,64,False
2018-09-15,76,Solo,Clean Bandit Featuring Demi Lovato,10,58,61,False
2018-09-15,77,Side Effects,The Chainsmokers Featuring Emily Warren,4,66,66,False
2018-09-15,78,That's On Me,Yella Beezy,6,73,73,False
2018-09-15,79,Yosemite,Travis Scott,5,25,58,False
2018-09-15,80,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2,80,83,False
2018-09-15,81,IDOL,BTS Featuring Nicki Minaj,2,11,11,False
2018-09-15,82,Lose It,Kane Brown,8,75,75,False
2018-09-15,83,Drunk Me,Mitchell Tenpenny,4,74,74,False
2018-09-15,84,Lean Wit Me,Juice WRLD,5,68,71,False
2018-09-15,85,Lie,NF,6,80,80,False
2018-09-15,86,Promises,Calvin Harris & Sam Smith,3,65,93,False
2018-09-15,87,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,2,69,69,False
2018-09-15,88,The Way I Am,Charlie Puth,2,87,87,False
2018-09-15,89,Best Part,Daniel Caesar Featuring H.E.R.,7,81,84,False
2018-09-15,90,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,3,78,81,False
2018-09-15,91,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,3,79,88,False
2018-09-15,92,Drunk Girl,Chris Janson,2,86,86,False
2018-09-15,93,Desperate Man,Eric Church,6,71,85,False
2018-09-15,94,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",1,94,0,True
2018-09-15,95,I'm Upset,Drake,15,7,77,False
2018-09-15,96,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,8,70,79,False
2018-09-15,97,Hangin' On,Chris Young,1,97,0,True
2018-09-15,98,Narcos,Migos,14,36,89,False
2018-09-15,99,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,4,72,96,False
2018-09-15,100,Summertime Magic,Childish Gambino,5,44,0,False
2018-09-22,1,In My Feelings,Drake,11,1,1,False
2018-09-22,2,Girls Like You,Maroon 5 Featuring Cardi B,16,2,2,False
2018-09-22,3,I Like It,"Cardi B, Bad Bunny & J Balvin",23,1,3,False
2018-09-22,4,Better Now,Post Malone,20,4,5,False
2018-09-22,5,Lucid Dreams,Juice WRLD,18,3,7,False
2018-09-22,6,I Love It,Kanye West & Lil Pump,1,6,0,True
2018-09-22,7,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,8,3,4,False
2018-09-22,8,Sicko Mode,Travis Scott,6,4,9,False
2018-09-22,9,Taste,Tyga Featuring Offset,16,8,10,False
2018-09-22,10,Love Lies,Khalid & Normani,30,9,11,False
2018-09-22,11,Youngblood,5 Seconds of Summer,15,11,13,False
2018-09-22,12,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo",7,5,15,False
2018-09-22,13,Rap Devil,Machine Gun Kelly,1,13,0,True
2018-09-22,14,Boo'd Up,Ella Mai,24,5,14,False
2018-09-22,15,Natural,Imagine Dragons,8,15,20,False
2018-09-22,16,God Is A Woman,Ariana Grande,9,8,17,False
2018-09-22,17,Nonstop,Drake,11,2,18,False
2018-09-22,18,Lucky You,Eminem Featuring Joyner Lucas,2,6,6,False
2018-09-22,19,Back To You,Selena Gomez,18,19,22,False
2018-09-22,20,Yes Indeed,Lil Baby & Drake,18,6,21,False
2018-09-22,21,No Tears Left To Cry,Ariana Grande,21,3,19,False
2018-09-22,22,Perfect,Ed Sheeran,55,1,25,False
2018-09-22,23,Trip,Ella Mai,6,23,32,False
2018-09-22,24,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",15,16,27,False
2018-09-22,25,Delicate,Taylor Swift,27,12,29,False
2018-09-22,26,Psycho,Post Malone Featuring Ty Dolla $ign,29,1,28,False
2018-09-22,27,Meant To Be,Bebe Rexha & Florida Georgia Line,47,2,26,False
2018-09-22,28,Eastside,"Benny Blanco, Halsey & Khalid",9,28,34,False
2018-09-22,29,Sad!,XXXTENTACION,28,1,36,False
2018-09-22,30,Nice For What,Drake,23,1,31,False
2018-09-22,31,The Middle,"Zedd, Maren Morris & Grey",33,5,35,False
2018-09-22,32,I Like Me Better,Lauv,31,27,33,False
2018-09-22,33,Self Care,Mac Miller,1,33,0,True
2018-09-22,34,Fall,Eminem,2,12,12,False
2018-09-22,35,Happier,Marshmello & Bastille,4,35,46,False
2018-09-22,36,God's Plan,Drake,34,1,37,False
2018-09-22,37,Tequila,Dan + Shay,27,21,38,False
2018-09-22,38,Simple,Florida Georgia Line,15,32,40,False
2018-09-22,39,The Ringer,Eminem,2,8,8,False
2018-09-22,40,"Sunrise, Sunburn, Sunset",Luke Bryan,11,35,41,False
2018-09-22,41,Broken,lovelytheband,9,41,48,False
2018-09-22,42,Beautiful,Bazzi Featuring Camila Cabello,6,42,47,False
2018-09-22,43,I'm A Mess,Bebe Rexha,9,39,44,False
2018-09-22,44,You Say,Lauren Daigle,9,44,72,False
2018-09-22,45,Barbie Dreams,Nicki Minaj,5,18,63,False
2018-09-22,46,Mine,Bazzi,34,11,43,False
2018-09-22,47,Drew Barrymore,Bryce Vine,5,46,50,False
2018-09-22,48,Hooked,Dylan Scott,9,48,60,False
2018-09-22,49,Hotel Key,Old Dominion,11,49,53,False
2018-09-22,50,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",21,36,52,False
2018-09-22,51,Africa,Weezer,9,51,58,False
2018-09-22,52,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,10,52,57,False
2018-09-22,53,BEBE,6ix9ine Featuring Anuel AA,2,30,30,False
2018-09-22,54,Mo Bamba,Sheck Wes,3,54,73,False
2018-09-22,55,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,13,32,45,False
2018-09-22,56,Ring,Cardi B Featuring Kehlani,8,28,62,False
2018-09-22,57,She Got The Best Of Me,Luke Combs,5,57,66,False
2018-09-22,58,Life Changes,Thomas Rhett,12,36,51,False
2018-09-22,59,Blue Tacoma,Russell Dickerson,4,59,68,False
2018-09-22,60,Breathin,Ariana Grande,4,22,56,False
2018-09-22,61,Medicine,Queen Naija,15,45,69,False
2018-09-22,62,High Hopes,Panic! At The Disco,6,62,74,False
2018-09-22,63,W O R K I N  M E,Quavo,5,52,64,False
2018-09-22,64,Not Alike,Eminem Featuring Royce Da 5'9,2,24,24,False
2018-09-22,65,Mercy,Brett Young,19,29,55,False
2018-09-22,66,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,3,66,80,False
2018-09-22,67,Lose It,Kane Brown,9,67,82,False
2018-09-22,68,Break Up In The End,Cole Swindell,10,49,70,False
2018-09-22,69,The Way I Am,Charlie Puth,3,69,88,False
2018-09-22,70,Hurt Feelings,Mac Miller,1,70,0,True
2018-09-22,71,Stargazing,Travis Scott,6,8,61,False
2018-09-22,72,Promises,Calvin Harris & Sam Smith,4,65,86,False
2018-09-22,73,Apes**t,The Carters,13,13,59,False
2018-09-22,74,All Girls Are The Same,Juice WRLD,18,41,75,False
2018-09-22,75,Remind Me To Forget,Kygo Featuring Miguel,9,63,71,False
2018-09-22,76,Side Effects,The Chainsmokers Featuring Emily Warren,5,66,77,False
2018-09-22,77,Kamikaze,Eminem,2,16,16,False
2018-09-22,78,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",2,78,94,False
2018-09-22,79,Drunk Me,Mitchell Tenpenny,5,74,83,False
2018-09-22,80,Solo,Clean Bandit Featuring Demi Lovato,11,58,76,False
2018-09-22,81,That's On Me,Yella Beezy,7,73,78,False
2018-09-22,82,Lie,NF,7,80,85,False
2018-09-22,83,Best Part,Daniel Caesar Featuring H.E.R.,8,81,89,False
2018-09-22,84,Greatest,Eminem,2,23,23,False
2018-09-22,85,Lean Wit Me,Juice WRLD,6,68,84,False
2018-09-22,86,Yosemite,Travis Scott,6,25,79,False
2018-09-22,87,Drunk Girl,Chris Janson,3,86,92,False
2018-09-22,88,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,4,79,91,False
2018-09-22,89,Hangin' On,Chris Young,2,89,97,False
2018-09-22,90,Desperate Man,Eric Church,7,71,93,False
2018-09-22,91,Come Back To Earth,Mac Miller,1,91,0,True
2018-09-22,92,IDOL,BTS Featuring Nicki Minaj,3,11,81,False
2018-09-22,93,Feels Like Summer,Childish Gambino,2,54,54,False
2018-09-22,94,Vaina Loca,Ozuna x Manuel Turizo,1,94,0,True
2018-09-22,95,Speechless,Dan + Shay,1,95,0,True
2018-09-22,96,Electricity,Silk City x Dua Lipa,1,96,0,True
2018-09-22,97,I'm Upset,Drake,16,7,95,False
2018-09-22,98,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,5,72,99,False
2018-09-22,99,OTW,"Khalid, Ty Dolla $ign & 6LACK",16,57,0,False
2018-09-22,100,Narcos,Migos,15,36,98,False
2018-09-29,1,Girls Like You,Maroon 5 Featuring Cardi B,17,1,2,False
2018-09-29,2,In My Feelings,Drake,12,1,1,False
2018-09-29,3,Killshot,Eminem,1,3,0,True
2018-09-29,4,Lucid Dreams,Juice WRLD,19,3,5,False
2018-09-29,5,Better Now,Post Malone,21,4,4,False
2018-09-29,6,I Like It,"Cardi B, Bad Bunny & J Balvin",24,1,3,False
2018-09-29,7,I Love It,Kanye West & Lil Pump,2,6,6,False
2018-09-29,8,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,9,3,7,False
2018-09-29,9,Sicko Mode,Travis Scott,7,4,8,False
2018-09-29,10,Youngblood,5 Seconds of Summer,16,10,11,False
2018-09-29,11,Love Lies,Khalid & Normani,31,9,10,False
2018-09-29,12,Taste,Tyga Featuring Offset,17,8,9,False
2018-09-29,13,Lucky You,Eminem Featuring Joyner Lucas,3,6,18,False
2018-09-29,14,Natural,Imagine Dragons,9,14,15,False
2018-09-29,15,Nonstop,Drake,12,2,17,False
2018-09-29,16,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo",8,5,12,False
2018-09-29,17,God Is A Woman,Ariana Grande,10,8,16,False
2018-09-29,18,Back To You,Selena Gomez,19,18,19,False
2018-09-29,19,Yes Indeed,Lil Baby & Drake,19,6,20,False
2018-09-29,20,Boo'd Up,Ella Mai,25,5,14,False
2018-09-29,21,Trip,Ella Mai,7,21,23,False
2018-09-29,22,Rap Devil,Machine Gun Kelly,2,13,13,False
2018-09-29,23,Perfect,Ed Sheeran,56,1,22,False
2018-09-29,24,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",16,16,24,False
2018-09-29,25,No Tears Left To Cry,Ariana Grande,22,3,21,False
2018-09-29,26,Meant To Be,Bebe Rexha & Florida Georgia Line,48,2,27,False
2018-09-29,27,Delicate,Taylor Swift,28,12,25,False
2018-09-29,28,Drip Too Hard,Lil Baby & Gunna,1,28,0,True
2018-09-29,29,Eastside,"Benny Blanco, Halsey & Khalid",10,28,28,False
2018-09-29,30,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1,30,0,True
2018-09-29,31,Happier,Marshmello & Bastille,5,31,35,False
2018-09-29,32,Psycho,Post Malone Featuring Ty Dolla $ign,30,1,26,False
2018-09-29,33,Sad!,XXXTENTACION,29,1,29,False
2018-09-29,34,I Like Me Better,Lauv,32,27,32,False
2018-09-29,35,The Middle,"Zedd, Maren Morris & Grey",34,5,31,False
2018-09-29,36,I'm A Mess,Bebe Rexha,10,36,43,False
2018-09-29,37,Nice For What,Drake,24,1,30,False
2018-09-29,38,New Patek,Lil Uzi Vert,1,38,0,True
2018-09-29,39,Tequila,Dan + Shay,28,21,37,False
2018-09-29,40,God's Plan,Drake,35,1,36,False
2018-09-29,41,Simple,Florida Georgia Line,16,32,38,False
2018-09-29,42,Mo Bamba,Sheck Wes,4,42,54,False
2018-09-29,43,Broken,lovelytheband,10,41,41,False
2018-09-29,44,Beautiful,Bazzi Featuring Camila Cabello,7,42,42,False
2018-09-29,45,Better,Khalid,1,45,0,True
2018-09-29,46,Fall,Eminem,3,12,34,False
2018-09-29,47,Falling Down,Lil Peep & XXXTENTACION,1,47,0,True
2018-09-29,48,Hotel Key,Old Dominion,12,48,49,False
2018-09-29,49,Drew Barrymore,Bryce Vine,6,46,47,False
2018-09-29,50,She Got The Best Of Me,Luke Combs,6,50,57,False
2018-09-29,51,"Sunrise, Sunburn, Sunset",Luke Bryan,12,35,40,False
2018-09-29,52,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,11,52,52,False
2018-09-29,53,Ring,Cardi B Featuring Kehlani,9,28,56,False
2018-09-29,54,Blue Tacoma,Russell Dickerson,5,54,59,False
2018-09-29,55,Africa,Weezer,10,51,51,False
2018-09-29,56,High Hopes,Panic! At The Disco,7,56,62,False
2018-09-29,57,Barbie Dreams,Nicki Minaj,6,18,45,False
2018-09-29,58,Hooked,Dylan Scott,10,48,48,False
2018-09-29,59,The Ringer,Eminem,3,8,39,False
2018-09-29,60,Medicine,Queen Naija,16,45,61,False
2018-09-29,61,Lose It,Kane Brown,10,61,67,False
2018-09-29,62,Breathin,Ariana Grande,5,22,60,False
2018-09-29,63,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,4,63,66,False
2018-09-29,64,You Say,Lauren Daigle,10,44,44,False
2018-09-29,65,Break Up In The End,Cole Swindell,11,49,68,False
2018-09-29,66,Self Care,Mac Miller,2,33,33,False
2018-09-29,67,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",3,67,78,False
2018-09-29,68,The Way I Am,Charlie Puth,4,68,69,False
2018-09-29,69,That's On Me,Yella Beezy,8,69,81,False
2018-09-29,70,W O R K I N  M E,Quavo,6,52,63,False
2018-09-29,71,Life Changes,Thomas Rhett,13,36,58,False
2018-09-29,72,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,14,32,55,False
2018-09-29,73,Lie,NF,8,73,82,False
2018-09-29,74,Drunk Me,Mitchell Tenpenny,6,74,79,False
2018-09-29,75,Remind Me To Forget,Kygo Featuring Miguel,10,63,75,False
2018-09-29,76,Pretty Little Fears,6LACK Featuring J. Cole,1,76,0,True
2018-09-29,77,Promises,Calvin Harris & Sam Smith,5,65,72,False
2018-09-29,78,Mercy,Brett Young,20,29,65,False
2018-09-29,79,All Girls Are The Same,Juice WRLD,19,41,74,False
2018-09-29,80,Stargazing,Travis Scott,7,8,71,False
2018-09-29,81,Best Part,Daniel Caesar Featuring H.E.R.,9,81,83,False
2018-09-29,82,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,5,79,88,False
2018-09-29,83,Apes**t,The Carters,14,13,73,False
2018-09-29,84,Drunk Girl,Chris Janson,4,84,87,False
2018-09-29,85,Yosemite,Travis Scott,7,25,86,False
2018-09-29,86,BEBE,6ix9ine Featuring Anuel AA,3,30,53,False
2018-09-29,87,Speechless,Dan + Shay,2,87,95,False
2018-09-29,88,Side Effects,The Chainsmokers Featuring Emily Warren,6,66,76,False
2018-09-29,89,Desperate Man,Eric Church,8,71,90,False
2018-09-29,90,Cry Pretty,Carrie Underwood,12,48,0,False
2018-09-29,91,Solo,Clean Bandit Featuring Demi Lovato,12,58,80,False
2018-09-29,92,Hangin' On,Chris Young,3,89,89,False
2018-09-29,93,Lean Wit Me,Juice WRLD,7,68,85,False
2018-09-29,94,Not Alike,Eminem Featuring Royce Da 5'9,3,24,64,False
2018-09-29,95,OTW,"Khalid, Ty Dolla $ign & 6LACK",17,57,99,False
2018-09-29,96,Leave Me Alone,Flipp Dinero,1,96,0,True
2018-09-29,97,Best Shot,Jimmie Allen,1,97,0,True
2018-09-29,98,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,6,72,98,False
2018-09-29,99,Kamikaze,Eminem,3,16,77,False
2018-09-29,100,Noticed,Lil Mosey,1,100,0,True
2018-10-06,1,Girls Like You,Maroon 5 Featuring Cardi B,18,1,1,False
2018-10-06,2,Lucid Dreams,Juice WRLD,20,2,4,False
2018-10-06,3,Better Now,Post Malone,22,3,5,False
2018-10-06,4,In My Feelings,Drake,13,1,2,False
2018-10-06,5,Killshot,Eminem,2,3,3,False
2018-10-06,6,Sicko Mode,Travis Scott,8,4,9,False
2018-10-06,7,I Like It,"Cardi B, Bad Bunny & J Balvin",25,1,6,False
2018-10-06,8,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,10,3,8,False
2018-10-06,9,I Love It,Kanye West & Lil Pump,3,6,7,False
2018-10-06,10,Youngblood,5 Seconds of Summer,17,10,10,False
2018-10-06,11,Taste,Tyga Featuring Offset,18,8,12,False
2018-10-06,12,Love Lies,Khalid & Normani,32,9,11,False
2018-10-06,13,Falling Down,Lil Peep & XXXTENTACION,2,13,47,False
2018-10-06,14,Natural,Imagine Dragons,10,14,14,False
2018-10-06,15,Happier,Marshmello & Bastille,6,15,31,False
2018-10-06,16,Nonstop,Drake,13,2,15,False
2018-10-06,17,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo",9,5,16,False
2018-10-06,18,Trip,Ella Mai,8,18,21,False
2018-10-06,19,Back To You,Selena Gomez,20,18,18,False
2018-10-06,20,God Is A Woman,Ariana Grande,11,8,17,False
2018-10-06,21,Perfect,Ed Sheeran,57,1,23,False
2018-10-06,22,Yes Indeed,Lil Baby & Drake,20,6,19,False
2018-10-06,23,Boo'd Up,Ella Mai,26,5,20,False
2018-10-06,24,New Patek,Lil Uzi Vert,2,24,38,False
2018-10-06,25,Drip Too Hard,Lil Baby & Gunna,2,25,28,False
2018-10-06,26,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",17,16,24,False
2018-10-06,27,Eastside,"Benny Blanco, Halsey & Khalid",11,27,29,False
2018-10-06,28,Lucky You,Eminem Featuring Joyner Lucas,4,6,13,False
2018-10-06,29,Delicate,Taylor Swift,29,12,27,False
2018-10-06,30,Meant To Be,Bebe Rexha & Florida Georgia Line,49,2,26,False
2018-10-06,31,Mo Bamba,Sheck Wes,5,31,42,False
2018-10-06,32,No Tears Left To Cry,Ariana Grande,23,3,25,False
2018-10-06,33,Sad!,XXXTENTACION,30,1,33,False
2018-10-06,34,I Like Me Better,Lauv,33,27,34,False
2018-10-06,35,Psycho,Post Malone Featuring Ty Dolla $ign,31,1,32,False
2018-10-06,36,I'm A Mess,Bebe Rexha,11,36,36,False
2018-10-06,37,The Middle,"Zedd, Maren Morris & Grey",35,5,35,False
2018-10-06,38,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2,30,30,False
2018-10-06,39,Nice For What,Drake,25,1,37,False
2018-10-06,40,Rap Devil,Machine Gun Kelly,3,13,22,False
2018-10-06,41,Broken,lovelytheband,11,41,43,False
2018-10-06,42,Simple,Florida Georgia Line,17,32,41,False
2018-10-06,43,Beautiful,Bazzi Featuring Camila Cabello,8,42,44,False
2018-10-06,44,Tequila,Dan + Shay,29,21,39,False
2018-10-06,45,God's Plan,Drake,36,1,40,False
2018-10-06,46,High Hopes,Panic! At The Disco,8,46,56,False
2018-10-06,47,No Stylist,French Montana Featuring Drake,1,47,0,True
2018-10-06,48,She Got The Best Of Me,Luke Combs,7,48,50,False
2018-10-06,49,Ring,Cardi B Featuring Kehlani,10,28,53,False
2018-10-06,50,Hotel Key,Old Dominion,13,48,48,False
2018-10-06,51,Drew Barrymore,Bryce Vine,7,46,49,False
2018-10-06,52,Blue Tacoma,Russell Dickerson,6,52,54,False
2018-10-06,53,You Say,Lauren Daigle,11,44,64,False
2018-10-06,54,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,12,52,52,False
2018-10-06,55,Africa,Weezer,11,51,55,False
2018-10-06,56,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,5,56,63,False
2018-10-06,57,Better,Khalid,2,45,45,False
2018-10-06,58,Breathin,Ariana Grande,6,22,62,False
2018-10-06,59,"Sunrise, Sunburn, Sunset",Luke Bryan,13,35,51,False
2018-10-06,60,Break Up In The End,Cole Swindell,12,49,65,False
2018-10-06,61,The Way I Am,Charlie Puth,5,61,68,False
2018-10-06,62,Lie,NF,9,62,73,False
2018-10-06,63,Lose It,Kane Brown,11,61,61,False
2018-10-06,64,Head Above Water,Avril Lavigne,1,64,0,True
2018-10-06,65,W O R K I N  M E,Quavo,7,52,70,False
2018-10-06,66,Medicine,Queen Naija,17,45,60,False
2018-10-06,67,Drunk Me,Mitchell Tenpenny,7,67,74,False
2018-10-06,68,Promises,Calvin Harris & Sam Smith,6,65,77,False
2018-10-06,69,That's On Me,Yella Beezy,9,69,69,False
2018-10-06,70,Barbie Dreams,Nicki Minaj,7,18,57,False
2018-10-06,71,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",4,67,67,False
2018-10-06,72,All Girls Are The Same,Juice WRLD,20,41,79,False
2018-10-06,73,Fall,Eminem,4,12,46,False
2018-10-06,74,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,1,74,0,True
2018-10-06,75,Best Part,Daniel Caesar Featuring H.E.R.,10,75,81,False
2018-10-06,76,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,6,76,82,False
2018-10-06,77,Speechless,Dan + Shay,3,77,87,False
2018-10-06,78,Life Changes,Thomas Rhett,14,36,71,False
2018-10-06,79,Hooked,Dylan Scott,11,48,58,False
2018-10-06,80,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,15,32,72,False
2018-10-06,81,Leave Me Alone,Flipp Dinero,2,81,96,False
2018-10-06,82,Drunk Girl,Chris Janson,5,82,84,False
2018-10-06,83,Noticed,Lil Mosey,2,83,100,False
2018-10-06,84,Yosemite,Travis Scott,8,25,85,False
2018-10-06,85,Hangin' On,Chris Young,4,85,92,False
2018-10-06,86,Best Shot,Jimmie Allen,2,86,97,False
2018-10-06,87,Stargazing,Travis Scott,8,8,80,False
2018-10-06,88,BEBE,6ix9ine Featuring Anuel AA,4,30,86,False
2018-10-06,89,Lean Wit Me,Juice WRLD,8,68,93,False
2018-10-06,90,Self Care,Mac Miller,3,33,66,False
2018-10-06,91,OTW,"Khalid, Ty Dolla $ign & 6LACK",18,57,95,False
2018-10-06,92,Backin' It Up,Pardison Fontaine Featuring Cardi B,1,92,0,True
2018-10-06,93,Remind Me To Forget,Kygo Featuring Miguel,11,63,75,False
2018-10-06,94,Desperate Man,Eric Church,9,71,89,False
2018-10-06,95,The Ringer,Eminem,4,8,59,False
2018-10-06,96,Rich,Maren Morris,1,96,0,True
2018-10-06,97,Apes**t,The Carters,15,13,83,False
2018-10-06,98,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,7,72,98,False
2018-10-06,99,Solo,Clean Bandit Featuring Demi Lovato,13,58,91,False
2018-10-06,100,Vaina Loca,Ozuna x Manuel Turizo,2,94,0,False
2018-10-13,1,Girls Like You,Maroon 5 Featuring Cardi B,19,1,1,False
2018-10-13,2,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,1,2,0,True
2018-10-13,3,Lucid Dreams,Juice WRLD,21,2,2,False
2018-10-13,4,Better Now,Post Malone,23,3,3,False
2018-10-13,5,Don't Cry,Lil Wayne Featuring XXXTENTACION,1,5,0,True
2018-10-13,6,Sicko Mode,Travis Scott,9,4,6,False
2018-10-13,7,Uproar,Lil Wayne,1,7,0,True
2018-10-13,8,Youngblood,5 Seconds of Summer,18,8,10,False
2018-10-13,9,In My Feelings,Drake,14,1,4,False
2018-10-13,10,Let It Fly,Lil Wayne Featuring Travis Scott,1,10,0,True
2018-10-13,11,I Like It,"Cardi B, Bad Bunny & J Balvin",26,1,7,False
2018-10-13,12,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,11,3,8,False
2018-10-13,13,Happier,Marshmello & Bastille,7,13,15,False
2018-10-13,14,Dedicate,Lil Wayne,1,14,0,True
2018-10-13,15,Taste,Tyga Featuring Offset,19,8,11,False
2018-10-13,16,Love Lies,Khalid & Normani,33,9,12,False
2018-10-13,17,Can't Be Broken,Lil Wayne,1,17,0,True
2018-10-13,18,I Love It,Kanye West & Lil Pump,4,6,9,False
2018-10-13,19,Natural,Imagine Dragons,11,14,14,False
2018-10-13,20,Trip,Ella Mai,9,18,18,False
2018-10-13,21,God Is A Woman,Ariana Grande,12,8,20,False
2018-10-13,22,Back To You,Selena Gomez,21,18,19,False
2018-10-13,23,Nonstop,Drake,14,2,16,False
2018-10-13,24,What About Me,Lil Wayne Featuring Sosamann,1,24,0,True
2018-10-13,25,Drip Too Hard,Lil Baby & Gunna,3,25,25,False
2018-10-13,26,Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,1,26,0,True
2018-10-13,27,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",1,27,0,True
2018-10-13,28,Shallow,Lady Gaga & Bradley Cooper,1,28,0,True
2018-10-13,29,Eastside,"Benny Blanco, Halsey & Khalid",12,27,27,False
2018-10-13,30,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo",10,5,17,False
2018-10-13,31,Yes Indeed,Lil Baby & Drake,21,6,22,False
2018-10-13,32,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",18,16,26,False
2018-10-13,33,Boo'd Up,Ella Mai,27,5,23,False
2018-10-13,34,Killshot,Eminem,3,3,5,False
2018-10-13,35,Meant To Be,Bebe Rexha & Florida Georgia Line,50,2,30,False
2018-10-13,36,Famous,Lil Wayne Featuring Reginae Carter,1,36,0,True
2018-10-13,37,Delicate,Taylor Swift,30,12,29,False
