chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2018-12-08,69,Come Out And Play,Billie Eilish,1,69,0,True
2018-12-08,70,10 Freaky Girls,Metro Boomin Featuring 21 Savage,4,42,63,False
2018-12-08,71,WAKA,6ix9ine Featuring A Boogie wit da Hoodie,1,71,0,True
2018-12-08,72,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,3,55,68,False
2018-12-08,73,No Stylist,French Montana Featuring Drake,10,47,66,False
2018-12-08,74,Burning Man,Dierks Bentley Featuring Brothers Osborne,6,69,69,False
2018-12-08,75,Talk To Me,Tory Lanez & Rich The Kid,5,72,72,False
2018-12-08,76,Backin' It Up,Pardison Fontaine Featuring Cardi B,7,65,65,False
2018-12-08,77,Consequences,Camila Cabello,4,77,82,False
2018-12-08,78,I'm A Mess,Bebe Rexha,20,35,59,False
2018-12-08,79,Hangin' On,Chris Young,13,63,67,False
2018-12-08,80,Dip,Tyga & Nicki Minaj,5,63,71,False
2018-12-08,81,Good Girl,Dustin Lynch,3,81,88,False
2018-12-08,82,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,7,73,73,False
2018-12-08,83,Lovely,Billie Eilish & Khalid,7,78,80,False
2018-12-08,84,Ella Quiere Beber,Anuel AA & Romeo Santos,4,79,79,False
2018-12-08,85,Never Recover,Lil Baby & Gunna Featuring Drake,8,15,70,False
2018-12-08,86,BEBE,6ix9ine Featuring Anuel AA,5,30,0,False
2018-12-08,87,Rich,Maren Morris,8,62,62,False
2018-12-08,88,Sixteen,Thomas Rhett,3,87,87,False
2018-12-08,89,Blue Tacoma,Russell Dickerson,15,52,77,False
2018-12-08,90,You,Jacquees,1,90,0,True
2018-12-08,91,Space Cadet,Metro Boomin Featuring Gunna,4,51,74,False
2018-12-08,92,Last Shot,Kip Moore,3,90,90,False
2018-12-08,93,Best Part,Daniel Caesar Featuring H.E.R.,19,75,83,False
2018-12-08,94,Girl Like You,Jason Aldean,2,94,99,False
2018-12-08,95,Don't Come Out The House,Metro Boomin Featuring 21 Savage,4,38,78,False
2018-12-08,96,Ocean Eyes,Billie Eilish,2,96,97,False
2018-12-08,97,I Love It,Kanye West & Lil Pump,12,6,75,False
2018-12-08,98,Falling Down,Lil Peep & XXXTENTACION,11,13,84,False
2018-12-08,99,Noticed,Lil Mosey,10,80,93,False
2018-12-08,100,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2,98,98,False
2018-12-15,1,"Thank U, Next",Ariana Grande,5,1,2,False
2018-12-15,2,Sicko Mode,Travis Scott,18,1,1,False
2018-12-15,3,Without Me,Halsey,9,3,4,False
2018-12-15,4,Happier,Marshmello & Bastille,16,3,3,False
2018-12-15,5,High Hopes,Panic! At The Disco,18,5,5,False
2018-12-15,6,Going Bad,Meek Mill Featuring Drake,1,6,0,True
2018-12-15,7,All I Want For Christmas Is You,Mariah Carey,27,7,14,False
2018-12-15,8,ZEZE,Kodak Black Featuring Travis Scott & Offset,8,2,7,False
2018-12-15,9,Drip Too Hard,Lil Baby & Gunna,12,4,8,False
2018-12-15,10,Mo Bamba,Sheck Wes,15,6,6,False
2018-12-15,11,Girls Like You,Maroon 5 Featuring Cardi B,28,1,9,False
2018-12-15,12,Breathin,Ariana Grande,16,12,13,False
2018-12-15,13,Lucid Dreams,Juice WRLD,30,2,10,False
2018-12-15,14,Youngblood,5 Seconds of Summer,27,7,12,False
2018-12-15,15,Better Now,Post Malone,32,3,11,False
2018-12-15,16,It's The Most Wonderful Time Of The Year,Andy Williams,7,16,21,False
2018-12-15,17,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,7,9,17,False
2018-12-15,18,Eastside,"Benny Blanco, Halsey & Khalid",21,17,18,False
2018-12-15,19,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,14,15,False
2018-12-15,20,What's Free,Meek Mill Featuring Rick Ross & Jay-Z,1,20,0,True
2018-12-15,21,Rockin' Around The Christmas Tree,Brenda Lee,24,14,23,False
2018-12-15,22,A Holly Jolly Christmas,Burl Ives,7,22,26,False
2018-12-15,23,Trip,Ella Mai,18,11,16,False
2018-12-15,24,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",10,11,22,False
2018-12-15,25,MIA,Bad Bunny Featuring Drake,8,5,19,False
2018-12-15,26,Jingle Bell Rock,Bobby Helms,22,26,33,False
2018-12-15,27,Love Lies,Khalid & Normani,42,9,20,False
2018-12-15,28,Money,Cardi B,7,13,24,False
2018-12-15,29,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",14,29,39,False
2018-12-15,30,On Me,Meek Mill Featuring Cardi B,1,30,0,True
2018-12-15,31,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,16,31,48,False
2018-12-15,32,Leave Me Alone,Flipp Dinero,12,27,27,False
2018-12-15,33,Better,Khalid,12,29,29,False
2018-12-15,34,Last Christmas,Wham!,6,34,43,False
2018-12-15,35,Natural,Imagine Dragons,20,13,25,False
2018-12-15,36,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,1,36,0,True
2018-12-15,37,Beautiful,Bazzi Featuring Camila Cabello,18,30,30,False
2018-12-15,38,Shallow,Lady Gaga & Bradley Cooper,10,5,28,False
2018-12-15,39,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,1,39,0,True
2018-12-15,40,Speechless,Dan + Shay,13,33,38,False
2018-12-15,41,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,41,0,True
2018-12-15,42,I Like It,"Cardi B, Bad Bunny & J Balvin",35,1,31,False
2018-12-15,43,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,2,43,58,False
2018-12-15,44,KIKA,6ix9ine Featuring Tory Lanez,2,44,59,False
2018-12-15,45,Broken,lovelytheband,21,29,32,False
2018-12-15,46,Pure Cocaine,Lil Baby,1,46,0,True
2018-12-15,47,Taste,Tyga Featuring Offset,28,8,35,False
2018-12-15,48,God Is A Woman,Ariana Grande,21,8,34,False
2018-12-15,49,She Got The Best Of Me,Luke Combs,17,34,42,False
2018-12-15,50,Uproar,Lil Wayne,10,7,40,False
2018-12-15,51,WAKA,6ix9ine Featuring A Boogie wit da Hoodie,2,51,71,False
2018-12-15,52,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,20,3,36,False
2018-12-15,53,TIC TOC,6ix9ine Featuring Lil Baby,2,53,62,False
2018-12-15,54,24/7,Meek Mill Featuring Ella Mai,1,54,0,True
2018-12-15,55,Intro,Meek Mill,1,55,0,True
2018-12-15,56,Drunk Me,Mitchell Tenpenny,17,53,53,False
2018-12-15,57,Respect The Game,Meek Mill,1,57,0,True
2018-12-15,58,Ring,Cardi B Featuring Kehlani,20,28,47,False
2018-12-15,59,Best Shot,Jimmie Allen,12,46,49,False
2018-12-15,60,Good Form,Nicki Minaj Featuring Lil Wayne,1,60,0,True
2018-12-15,61,Trauma,Meek Mill,1,61,0,True
2018-12-15,62,Time,Lil Baby Featuring Meek Mill,1,62,0,True
2018-12-15,63,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,1,63,0,True
2018-12-15,64,Calling My Spirit,Kodak Black,1,64,0,True
2018-12-15,65,Lie,NF,19,48,51,False
2018-12-15,66,Ready,Lil Baby Featuring Gunna,1,66,0,True
2018-12-15,67,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,1,67,0,True
2018-12-15,68,When The Party's Over,Billie Eilish,7,52,52,False
2018-12-15,69,You Say,Lauren Daigle,21,44,60,False
2018-12-15,70,Championships,Meek Mill,1,70,0,True
2018-12-15,71,Lost In Japan,Shawn Mendes X Zedd,11,48,56,False
2018-12-15,72,Tic Tac Toe,Meek Mill Featuring Kodak Black,1,72,0,True
2018-12-15,73,Almost Slipped,Meek Mill,1,73,0,True
2018-12-15,74,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,6,28,57,False
2018-12-15,75,BAD!,XXXTENTACION,4,16,54,False
2018-12-15,76,Armed And Dangerous,Juice WRLD,4,44,55,False
2018-12-15,77,Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",1,77,0,True
2018-12-15,78,Pay You Back,Meek Mill Featuring 21 Savage,1,78,0,True
2018-12-15,79,Be Alright,Dean Lewis,6,65,65,False
2018-12-15,80,That's On Me,Yella Beezy,19,56,67,False
2018-12-15,81,Foot Fungus,Ski Mask The Slump God,1,81,0,True
2018-12-15,82,Crush A Lot,Lil Baby,1,82,0,True
2018-12-15,83,Talk To Me,Tory Lanez & Rich The Kid,6,72,75,False
2018-12-15,84,Close Friends,Lil Baby,9,28,63,False
2018-12-15,85,Oodles O' Noodles Babies,Meek Mill,1,85,0,True
2018-12-15,86,Backin' It Up,Pardison Fontaine Featuring Cardi B,8,65,76,False
2018-12-15,87,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,8,73,82,False
2018-12-15,88,Fine China,Future & Juice WRLD,7,26,64,False
2018-12-15,89,STOOPID,6ix9ine Featuring Bobby Shmurda,9,25,61,False
2018-12-15,90,Burning Man,Dierks Bentley Featuring Brothers Osborne,7,69,74,False
2018-12-15,91,Global,Lil Baby,1,91,0,True
2018-12-15,92,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,15,56,68,False
2018-12-15,93,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,3,93,100,False
2018-12-15,94,Consequences,Camila Cabello,5,77,77,False
2018-12-15,95,No Stylist,French Montana Featuring Drake,11,47,73,False
2018-12-15,96,Good Girl,Dustin Lynch,4,81,81,False
2018-12-15,97,Ella Quiere Beber,Anuel AA & Romeo Santos,5,79,84,False
2018-12-15,98,Word On The Street,Lil Baby,1,98,0,True
2018-12-15,99,Sixteen,Thomas Rhett,4,87,88,False
2018-12-15,100,You,Jacquees,2,90,90,False
2018-12-22,1,"Thank U, Next",Ariana Grande,6,1,1,False
2018-12-22,2,Without Me,Halsey,10,2,3,False
2018-12-22,3,Sicko Mode,Travis Scott,19,1,2,False
2018-12-22,4,Happier,Marshmello & Bastille,17,3,4,False
2018-12-22,5,High Hopes,Panic! At The Disco,19,5,5,False
2018-12-22,6,All I Want For Christmas Is You,Mariah Carey,28,6,7,False
2018-12-22,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,8,7,17,False
2018-12-22,8,Drip Too Hard,Lil Baby & Gunna,13,4,9,False
2018-12-22,9,ZEZE,Kodak Black Featuring Travis Scott & Offset,9,2,8,False
2018-12-22,10,Girls Like You,Maroon 5 Featuring Cardi B,29,1,11,False
2018-12-22,11,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,13,11,19,False
2018-12-22,12,Mo Bamba,Sheck Wes,16,6,10,False
2018-12-22,13,It's The Most Wonderful Time Of The Year,Andy Williams,8,13,16,False
2018-12-22,14,Breathin,Ariana Grande,17,12,12,False
2018-12-22,15,Jingle Bell Rock,Bobby Helms,23,15,26,False
2018-12-22,16,Eastside,"Benny Blanco, Halsey & Khalid",22,16,18,False
2018-12-22,17,Going Bad,Meek Mill Featuring Drake,2,6,6,False
2018-12-22,18,Rockin' Around The Christmas Tree,Brenda Lee,25,14,21,False
2018-12-22,19,Lucid Dreams,Juice WRLD,31,2,13,False
2018-12-22,20,Better Now,Post Malone,33,3,15,False
2018-12-22,21,A Holly Jolly Christmas,Burl Ives,8,21,22,False
2018-12-22,22,Youngblood,5 Seconds of Summer,28,7,14,False
2018-12-22,23,Trip,Ella Mai,19,11,23,False
2018-12-22,24,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,24,29,False
2018-12-22,25,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,11,24,False
2018-12-22,26,MIA,Bad Bunny Featuring Drake,9,5,25,False
2018-12-22,27,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,2,27,36,False
2018-12-22,28,Leave Me Alone,Flipp Dinero,13,27,32,False
2018-12-22,29,Money,Cardi B,8,13,28,False
2018-12-22,30,Love Lies,Khalid & Normani,43,9,27,False
2018-12-22,31,Last Christmas,Wham!,7,31,34,False
2018-12-22,32,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2,32,41,False
2018-12-22,33,BAD!,XXXTENTACION,5,16,75,False
2018-12-22,34,Speechless,Dan + Shay,14,33,40,False
2018-12-22,35,Better,Khalid,13,29,33,False
2018-12-22,36,Beautiful,Bazzi Featuring Camila Cabello,19,30,37,False
2018-12-22,37,whoa (mind in awe),XXXTENTACION,1,37,0,True
2018-12-22,38,I Like It,"Cardi B, Bad Bunny & J Balvin",36,1,42,False
2018-12-22,39,Shallow,Lady Gaga & Bradley Cooper,11,5,38,False
2018-12-22,40,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1,40,0,True
2018-12-22,41,Sleigh Ride,The Ronettes,1,41,0,True
2018-12-22,42,Feliz Navidad,Jose Feliciano,3,42,0,False
2018-12-22,43,Natural,Imagine Dragons,21,13,35,False
2018-12-22,44,Uproar,Lil Wayne,11,7,50,False
2018-12-22,45,Broken,lovelytheband,22,29,45,False
2018-12-22,46,Taste,Tyga Featuring Offset,29,8,47,False
2018-12-22,47,She Got The Best Of Me,Luke Combs,18,34,49,False
2018-12-22,48,Guardian Angel,XXXTENTACION,1,48,0,True
2018-12-22,49,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,17,31,31,False
2018-12-22,50,God Is A Woman,Ariana Grande,22,8,48,False
2018-12-22,51,I Don't Let Go,XXXTENTACION,1,51,0,True
2018-12-22,52,Best Shot,Jimmie Allen,13,46,59,False
2018-12-22,53,Calling My Spirit,Kodak Black,2,53,64,False
2018-12-22,54,Drunk Me,Mitchell Tenpenny,18,53,56,False
2018-12-22,55,Pure Cocaine,Lil Baby,2,46,46,False
2018-12-22,56,Lost In Japan,Shawn Mendes X Zedd,12,48,71,False
2018-12-22,57,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,7,28,74,False
2018-12-22,58,You Say,Lauren Daigle,22,44,69,False
2018-12-22,59,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,4,59,93,False
2018-12-22,60,KIKA,6ix9ine Featuring Tory Lanez,3,44,44,False
2018-12-22,61,What's Free,Meek Mill Featuring Rick Ross & Jay-Z,2,20,20,False
2018-12-22,62,One Minute,XXXTENTACION Featuring Kanye West & Travis Barker,1,62,0,True
2018-12-22,63,Be Alright,Dean Lewis,7,63,79,False
2018-12-22,64,Train Food,XXXTENTACION,1,64,0,True
2018-12-22,65,What Are You So Afraid Of,XXXTENTACION,1,65,0,True
2018-12-22,66,Backin' It Up,Pardison Fontaine Featuring Cardi B,9,65,86,False
2018-12-22,67,Armed And Dangerous,Juice WRLD,5,44,76,False
2018-12-22,68,Staring At The Sky,XXXTENTACION,1,68,0,True
2018-12-22,69,When The Party's Over,Billie Eilish,8,52,68,False
2018-12-22,70,Lie,NF,20,48,65,False
2018-12-22,71,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,9,71,87,False
2018-12-22,72,Consequences,Camila Cabello,6,72,94,False
2018-12-22,73,Burning Man,Dierks Bentley Featuring Brothers Osborne,8,69,90,False
2018-12-22,74,Talk To Me,Tory Lanez & Rich The Kid,7,72,83,False
2018-12-22,75,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,3,43,43,False
2018-12-22,76,Sixteen,Thomas Rhett,5,76,99,False
2018-12-22,77,Girl Like You,Jason Aldean,3,77,0,False
2018-12-22,78,WAKA,6ix9ine Featuring A Boogie wit da Hoodie,3,51,51,False
2018-12-22,79,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,2,39,39,False
2018-12-22,80,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,2,67,67,False
2018-12-22,81,Good Girl,Dustin Lynch,5,81,96,False
2018-12-22,82,On Me,Meek Mill Featuring Cardi B,2,30,30,False
2018-12-22,83,You,Jacquees,3,83,100,False
2018-12-22,84,Difference (Interlude),XXXTENTACION,1,84,0,True
2018-12-22,85,No Stylist,French Montana Featuring Drake,12,47,95,False
2018-12-22,86,24/7,Meek Mill Featuring Ella Mai,2,54,54,False
2018-12-22,87,Last Shot,Kip Moore,4,87,0,False
2018-12-22,88,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,16,56,92,False
2018-12-22,89,Fine China,Future & Juice WRLD,8,26,88,False
2018-12-22,90,Close Friends,Lil Baby,10,28,84,False
2018-12-22,91,TIC TOC,6ix9ine Featuring Lil Baby,3,53,53,False
2018-12-22,92,That's On Me,Yella Beezy,20,56,80,False
2018-12-22,93,Ella Quiere Beber,Anuel AA & Romeo Santos,6,79,97,False
2018-12-22,94,Good Form,Nicki Minaj Featuring Lil Wayne,2,60,60,False
2018-12-22,95,Look Back At It,A Boogie wit da Hoodie,1,95,0,True
2018-12-22,96,This Is It,Scotty McCreery,1,96,0,True
2018-12-22,97,Beautiful Crazy,Luke Combs,5,58,0,False
2018-12-22,98,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,2,63,63,False
2018-12-22,99,Dip,Tyga & Nicki Minaj,6,63,0,False
2018-12-22,100,Yosemite,Travis Scott,9,25,0,False
2018-12-29,1,"Thank U, Next",Ariana Grande,7,1,1,False
2018-12-29,2,Without Me,Halsey,11,2,2,False
2018-12-29,3,Sicko Mode,Travis Scott,20,1,3,False
2018-12-29,4,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,4,7,False
2018-12-29,5,Happier,Marshmello & Bastille,18,3,4,False
2018-12-29,6,High Hopes,Panic! At The Disco,20,5,5,False
2018-12-29,7,All I Want For Christmas Is You,Mariah Carey,29,6,6,False
2018-12-29,8,ZEZE,Kodak Black Featuring Travis Scott & Offset,10,2,9,False
2018-12-29,9,Drip Too Hard,Lil Baby & Gunna,14,4,8,False
2018-12-29,10,It's The Most Wonderful Time Of The Year,Andy Williams,9,10,13,False
2018-12-29,11,Rockin' Around The Christmas Tree,Brenda Lee,26,11,18,False
2018-12-29,12,A Holly Jolly Christmas,Burl Ives,9,12,21,False
2018-12-29,13,Jingle Bell Rock,Bobby Helms,24,13,15,False
2018-12-29,14,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14,11,11,False
2018-12-29,15,Girls Like You,Maroon 5 Featuring Cardi B,30,1,10,False
2018-12-29,16,Mo Bamba,Sheck Wes,17,6,12,False
2018-12-29,17,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",16,17,24,False
2018-12-29,18,Eastside,"Benny Blanco, Halsey & Khalid",23,16,16,False
2018-12-29,19,Breathin,Ariana Grande,18,12,14,False
2018-12-29,20,Youngblood,5 Seconds of Summer,29,7,22,False
2018-12-29,21,Better Now,Post Malone,34,3,20,False
2018-12-29,22,Going Bad,Meek Mill Featuring Drake,3,6,17,False
2018-12-29,23,Lucid Dreams,Juice WRLD,32,2,19,False
2018-12-29,24,Imagine,Ariana Grande,1,24,0,True
2018-12-29,25,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",12,11,25,False
2018-12-29,26,MIA,Bad Bunny Featuring Drake,10,5,26,False
2018-12-29,27,Last Christmas,Wham!,8,27,31,False
2018-12-29,28,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,3,27,27,False
2018-12-29,29,Trip,Ella Mai,20,11,23,False
2018-12-29,30,Money,Cardi B,9,13,29,False
2018-12-29,31,Leave Me Alone,Flipp Dinero,14,27,28,False
2018-12-29,32,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,3,32,32,False
2018-12-29,33,Sleigh Ride,The Ronettes,2,33,41,False
2018-12-29,34,Feliz Navidad,Jose Feliciano,4,34,42,False
2018-12-29,35,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,2,35,40,False
2018-12-29,36,Speechless,Dan + Shay,15,33,34,False
2018-12-29,37,Love Lies,Khalid & Normani,44,9,30,False
2018-12-29,38,Beautiful,Bazzi Featuring Camila Cabello,20,30,36,False
2018-12-29,39,Better,Khalid,14,29,35,False
2018-12-29,40,I Like It,"Cardi B, Bad Bunny & J Balvin",37,1,38,False
2018-12-29,41,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,1,41,0,True
2018-12-29,42,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,1,42,0,True
2018-12-29,43,Natural,Imagine Dragons,22,13,43,False
2018-12-29,44,Shallow,Lady Gaga & Bradley Cooper,12,5,39,False
2018-12-29,45,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,1,45,0,True
2018-12-29,46,Calling My Spirit,Kodak Black,3,46,53,False
2018-12-29,47,Wonderful Christmastime,Paul McCartney,1,47,0,True
2018-12-29,48,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,14,12,0,False
2018-12-29,49,Uproar,Lil Wayne,12,7,44,False
2018-12-29,50,Christmas (Baby Please Come Home),Darlene Love,1,50,0,True
2018-12-29,51,She Got The Best Of Me,Luke Combs,19,34,47,False
2018-12-29,52,BAD!,XXXTENTACION,6,16,33,False
2018-12-29,53,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,18,31,49,False
2018-12-29,54,Drunk Me,Mitchell Tenpenny,19,53,54,False
2018-12-29,55,Best Shot,Jimmie Allen,14,46,52,False
2018-12-29,56,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,3,56,80,False
2018-12-29,57,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,5,57,59,False
2018-12-29,58,MoshPit,Kodak Black Featuring Juice WRLD,1,58,0,True
2018-12-29,59,You Say,Lauren Daigle,23,44,58,False
2018-12-29,60,Armed And Dangerous,Juice WRLD,6,44,67,False
2018-12-29,61,Talk To Me,Tory Lanez & Rich The Kid,8,61,74,False
2018-12-29,62,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,8,28,57,False
2018-12-29,63,Be Alright,Dean Lewis,8,63,63,False
2018-12-29,64,Backin' It Up,Pardison Fontaine Featuring Cardi B,10,64,66,False
2018-12-29,65,Burning Man,Dierks Bentley Featuring Brothers Osborne,9,65,73,False
2018-12-29,66,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,10,66,71,False
2018-12-29,67,Sixteen,Thomas Rhett,6,67,76,False
2018-12-29,68,Cozy Little Christmas,Katy Perry,1,68,0,True
2018-12-29,69,Consequences,Camila Cabello,7,69,72,False
2018-12-29,70,Pure Cocaine,Lil Baby,3,46,55,False
2018-12-29,71,Girl Like You,Jason Aldean,4,71,77,False
2018-12-29,72,Good Girl,Dustin Lynch,6,72,81,False
2018-12-29,73,No Stylist,French Montana Featuring Drake,13,47,85,False
2018-12-29,74,Testimony,Kodak Black,1,74,0,True
2018-12-29,75,You,Jacquees,4,75,83,False
2018-12-29,76,KIKA,6ix9ine Featuring Tory Lanez,4,44,60,False
2018-12-29,77,When The Party's Over,Billie Eilish,9,52,69,False
2018-12-29,78,Last Shot,Kip Moore,5,78,87,False
2018-12-29,79,whoa (mind in awe),XXXTENTACION,2,37,37,False
2018-12-29,80,Ella Quiere Beber,Anuel AA & Romeo Santos,7,79,93,False
2018-12-29,81,Beautiful Crazy,Luke Combs,6,58,97,False
2018-12-29,82,Fine China,Future & Juice WRLD,9,26,89,False
2018-12-29,83,Lost In Japan,Shawn Mendes X Zedd,13,48,56,False
2018-12-29,84,This Is It,Scotty McCreery,2,84,96,False
2018-12-29,85,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,17,56,88,False
2018-12-29,86,Close Friends,Lil Baby,11,28,90,False
2018-12-29,87,Sweet But Psycho,Ava Max,1,87,0,True
2018-12-29,88,Gnarly,Kodak Black Featuring Lil Pump,1,88,0,True
2018-12-29,89,Lovely,Billie Eilish & Khalid,8,78,0,False
2018-12-29,90,The Christmas Song,Lauren Daigle,1,90,0,True
2018-12-29,91,Envy Me,Calboy,1,91,0,True
2018-12-29,92,Yosemite,Travis Scott,10,25,100,False
2018-12-29,93,Electricity,Silk City x Dua Lipa,6,93,0,False
2018-12-29,94,Good Form,Nicki Minaj Featuring Lil Wayne,3,60,94,False
2018-12-29,95,Millionaire,Chris Stapleton,3,95,0,False
2018-12-29,96,Look Back At It,A Boogie wit da Hoodie,2,95,95,False
2018-12-29,97,24/7,Meek Mill Featuring Ella Mai,3,54,86,False
2018-12-29,98,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,3,39,79,False
2018-12-29,99,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,3,63,98,False
2018-12-29,100,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,4,43,75,False
2019-01-05,1,"Thank U, Next",Ariana Grande,8,1,1,False
2019-01-05,2,Without Me,Halsey,12,2,2,False
2019-01-05,3,All I Want For Christmas Is You,Mariah Carey,30,3,7,False
2019-01-05,4,Sicko Mode,Travis Scott,21,1,3,False
2019-01-05,5,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,10,4,4,False
2019-01-05,6,High Hopes,Panic! At The Disco,21,5,6,False
2019-01-05,7,Happier,Marshmello & Bastille,19,3,5,False
2019-01-05,8,Jingle Bell Rock,Bobby Helms,25,8,13,False
2019-01-05,9,Rockin' Around The Christmas Tree,Brenda Lee,27,9,11,False
2019-01-05,10,A Holly Jolly Christmas,Burl Ives,10,10,12,False
2019-01-05,11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",17,11,17,False
2019-01-05,12,Drip Too Hard,Lil Baby & Gunna,15,4,9,False
2019-01-05,13,It's The Most Wonderful Time Of The Year,Andy Williams,10,10,10,False
2019-01-05,14,Girls Like You,Maroon 5 Featuring Cardi B,31,1,15,False
2019-01-05,15,ZEZE,Kodak Black Featuring Travis Scott & Offset,11,2,8,False
2019-01-05,16,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,4,16,28,False
2019-01-05,17,Mo Bamba,Sheck Wes,18,6,16,False
2019-01-05,18,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,15,11,14,False
2019-01-05,19,Money,Cardi B,10,13,30,False
2019-01-05,20,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,4,20,32,False
2019-01-05,21,Eastside,"Benny Blanco, Halsey & Khalid",24,16,18,False
2019-01-05,22,Breathin,Ariana Grande,19,12,19,False
2019-01-05,23,Better Now,Post Malone,35,3,21,False
2019-01-05,24,Youngblood,5 Seconds of Summer,30,7,20,False
2019-01-05,25,Last Christmas,Wham!,9,25,27,False
2019-01-05,26,Sleigh Ride,The Ronettes,3,26,33,False
2019-01-05,27,Lucid Dreams,Juice WRLD,33,2,23,False
2019-01-05,28,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,3,28,35,False
2019-01-05,29,Feliz Navidad,Jose Feliciano,5,29,34,False
2019-01-05,30,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",13,11,25,False
2019-01-05,31,MIA,Bad Bunny Featuring Drake,11,5,26,False
2019-01-05,32,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,2,32,41,False
2019-01-05,33,Leave Me Alone,Flipp Dinero,15,27,31,False
2019-01-05,34,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,15,12,48,False
2019-01-05,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2,35,42,False
2019-01-05,36,Going Bad,Meek Mill Featuring Drake,4,6,22,False
2019-01-05,37,A Lot,21 Savage,1,37,0,True
2019-01-05,38,Trip,Ella Mai,21,11,29,False
