chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new,year,artist_list
2016-01-02,1.0,Hello,Adele,8.0,1.0,1.0,False,2016.0,['Adele']
2016-01-09,1.0,Hello,Adele,9.0,1.0,1.0,False,2016.0,['Adele']
2016-01-16,1.0,Hello,Adele,10.0,1.0,1.0,False,2016.0,['Adele']
2016-01-23,2.0,Hello,Adele,11.0,1.0,1.0,False,2016.0,['Adele']
2016-01-30,2.0,Hello,Adele,12.0,1.0,2.0,False,2016.0,['Adele']
2016-02-06,3.0,Hello,Adele,13.0,1.0,2.0,False,2016.0,['Adele']
2016-02-13,4.0,Hello,Adele,14.0,1.0,3.0,False,2016.0,['Adele']
2016-02-20,5.0,Hello,Adele,15.0,1.0,4.0,False,2016.0,['Adele']
2016-02-27,6.0,Hello,Adele,16.0,1.0,5.0,False,2016.0,['Adele']
2016-03-05,7.0,Hello,Adele,17.0,1.0,6.0,False,2016.0,['Adele']
2016-03-12,8.0,Hello,Adele,18.0,1.0,7.0,False,2016.0,['Adele']
2016-03-19,11.0,Hello,Adele,19.0,1.0,8.0,False,2016.0,['Adele']
2016-03-26,12.0,Hello,Adele,20.0,1.0,11.0,False,2016.0,['Adele']
2016-04-02,16.0,Hello,Adele,21.0,1.0,12.0,False,2016.0,['Adele']
2016-04-09,19.0,Hello,Adele,22.0,1.0,16.0,False,2016.0,['Adele']
2016-04-16,19.0,Hello,Adele,23.0,1.0,19.0,False,2016.0,['Adele']
2016-04-23,25.0,Hello,Adele,24.0,1.0,19.0,False,2016.0,['Adele']
2016-04-30,27.0,Hello,Adele,25.0,1.0,25.0,False,2016.0,['Adele']
2016-05-07,36.0,Hello,Adele,26.0,1.0,27.0,False,2016.0,['Adele']
2016-01-02,2.0,Sorry,Justin Bieber,8.0,2.0,2.0,False,2016.0,['Justin Bieber']
2016-01-09,2.0,Sorry,Justin Bieber,9.0,2.0,2.0,False,2016.0,['Justin Bieber']
2016-01-16,2.0,Sorry,Justin Bieber,10.0,2.0,2.0,False,2016.0,['Justin Bieber']
2016-01-23,1.0,Sorry,Justin Bieber,11.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-01-30,1.0,Sorry,Justin Bieber,12.0,1.0,1.0,False,2016.0,['Justin Bieber']
2016-02-06,1.0,Sorry,Justin Bieber,13.0,1.0,1.0,False,2016.0,['Justin Bieber']
2016-02-13,2.0,Sorry,Justin Bieber,14.0,1.0,1.0,False,2016.0,['Justin Bieber']
2016-02-20,3.0,Sorry,Justin Bieber,15.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-02-27,3.0,Sorry,Justin Bieber,16.0,1.0,3.0,False,2016.0,['Justin Bieber']
2016-03-05,4.0,Sorry,Justin Bieber,17.0,1.0,3.0,False,2016.0,['Justin Bieber']
2016-03-12,4.0,Sorry,Justin Bieber,18.0,1.0,4.0,False,2016.0,['Justin Bieber']
2016-03-19,5.0,Sorry,Justin Bieber,19.0,1.0,4.0,False,2016.0,['Justin Bieber']
2016-03-26,8.0,Sorry,Justin Bieber,20.0,1.0,5.0,False,2016.0,['Justin Bieber']
2016-04-02,8.0,Sorry,Justin Bieber,21.0,1.0,8.0,False,2016.0,['Justin Bieber']
2016-04-09,11.0,Sorry,Justin Bieber,22.0,1.0,8.0,False,2016.0,['Justin Bieber']
2016-04-16,13.0,Sorry,Justin Bieber,23.0,1.0,11.0,False,2016.0,['Justin Bieber']
2016-04-23,14.0,Sorry,Justin Bieber,24.0,1.0,13.0,False,2016.0,['Justin Bieber']
2016-04-30,16.0,Sorry,Justin Bieber,25.0,1.0,14.0,False,2016.0,['Justin Bieber']
2016-05-07,21.0,Sorry,Justin Bieber,26.0,1.0,16.0,False,2016.0,['Justin Bieber']
2016-05-14,31.0,Sorry,Justin Bieber,27.0,1.0,21.0,False,2016.0,['Justin Bieber']
2016-05-21,27.0,Sorry,Justin Bieber,28.0,1.0,31.0,False,2016.0,['Justin Bieber']
2016-05-28,24.0,Sorry,Justin Bieber,29.0,1.0,27.0,False,2016.0,['Justin Bieber']
2016-06-04,29.0,Sorry,Justin Bieber,30.0,1.0,24.0,False,2016.0,['Justin Bieber']
2016-06-11,33.0,Sorry,Justin Bieber,31.0,1.0,29.0,False,2016.0,['Justin Bieber']
2016-06-18,31.0,Sorry,Justin Bieber,32.0,1.0,33.0,False,2016.0,['Justin Bieber']
2016-06-25,36.0,Sorry,Justin Bieber,33.0,1.0,31.0,False,2016.0,['Justin Bieber']
2016-07-02,33.0,Sorry,Justin Bieber,34.0,1.0,36.0,False,2016.0,['Justin Bieber']
2016-07-09,37.0,Sorry,Justin Bieber,35.0,1.0,33.0,False,2016.0,['Justin Bieber']
2016-07-16,37.0,Sorry,Justin Bieber,36.0,1.0,37.0,False,2016.0,['Justin Bieber']
2016-07-23,39.0,Sorry,Justin Bieber,37.0,1.0,37.0,False,2016.0,['Justin Bieber']
2016-07-30,42.0,Sorry,Justin Bieber,38.0,1.0,39.0,False,2016.0,['Justin Bieber']
2016-08-06,45.0,Sorry,Justin Bieber,39.0,1.0,42.0,False,2016.0,['Justin Bieber']
2016-08-13,41.0,Sorry,Justin Bieber,40.0,1.0,45.0,False,2016.0,['Justin Bieber']
2016-08-20,45.0,Sorry,Justin Bieber,41.0,1.0,41.0,False,2016.0,['Justin Bieber']
2016-08-27,50.0,Sorry,Justin Bieber,42.0,1.0,45.0,False,2016.0,['Justin Bieber']
2016-01-02,3.0,Hotline Bling,Drake,20.0,2.0,3.0,False,2016.0,['Drake']
2016-01-09,4.0,Hotline Bling,Drake,21.0,2.0,3.0,False,2016.0,['Drake']
2016-01-16,4.0,Hotline Bling,Drake,22.0,2.0,4.0,False,2016.0,['Drake']
2016-01-23,4.0,Hotline Bling,Drake,23.0,2.0,4.0,False,2016.0,['Drake']
2016-01-30,7.0,Hotline Bling,Drake,24.0,2.0,4.0,False,2016.0,['Drake']
2016-02-06,9.0,Hotline Bling,Drake,25.0,2.0,7.0,False,2016.0,['Drake']
2016-02-13,14.0,Hotline Bling,Drake,26.0,2.0,9.0,False,2016.0,['Drake']
2016-02-20,18.0,Hotline Bling,Drake,27.0,2.0,14.0,False,2016.0,['Drake']
2016-02-27,16.0,Hotline Bling,Drake,28.0,2.0,18.0,False,2016.0,['Drake']
2016-03-05,19.0,Hotline Bling,Drake,29.0,2.0,16.0,False,2016.0,['Drake']
2016-03-12,21.0,Hotline Bling,Drake,30.0,2.0,19.0,False,2016.0,['Drake']
2016-03-19,24.0,Hotline Bling,Drake,31.0,2.0,21.0,False,2016.0,['Drake']
2016-03-26,27.0,Hotline Bling,Drake,32.0,2.0,24.0,False,2016.0,['Drake']
2016-04-02,28.0,Hotline Bling,Drake,33.0,2.0,27.0,False,2016.0,['Drake']
2016-04-09,34.0,Hotline Bling,Drake,34.0,2.0,28.0,False,2016.0,['Drake']
2016-04-16,38.0,Hotline Bling,Drake,35.0,2.0,34.0,False,2016.0,['Drake']
2016-04-23,50.0,Hotline Bling,Drake,36.0,2.0,38.0,False,2016.0,['Drake']
2016-01-02,4.0,Love Yourself,Justin Bieber,5.0,4.0,5.0,False,2016.0,['Justin Bieber']
2016-01-09,3.0,Love Yourself,Justin Bieber,6.0,3.0,4.0,False,2016.0,['Justin Bieber']
2016-01-16,3.0,Love Yourself,Justin Bieber,7.0,3.0,3.0,False,2016.0,['Justin Bieber']
2016-01-23,3.0,Love Yourself,Justin Bieber,8.0,3.0,3.0,False,2016.0,['Justin Bieber']
2016-01-30,3.0,Love Yourself,Justin Bieber,9.0,3.0,3.0,False,2016.0,['Justin Bieber']
2016-02-06,2.0,Love Yourself,Justin Bieber,10.0,2.0,3.0,False,2016.0,['Justin Bieber']
2016-02-13,1.0,Love Yourself,Justin Bieber,11.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-02-20,2.0,Love Yourself,Justin Bieber,12.0,1.0,1.0,False,2016.0,['Justin Bieber']
2016-02-27,1.0,Love Yourself,Justin Bieber,13.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-03-05,2.0,Love Yourself,Justin Bieber,14.0,1.0,1.0,False,2016.0,['Justin Bieber']
2016-03-12,2.0,Love Yourself,Justin Bieber,15.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-03-19,2.0,Love Yourself,Justin Bieber,16.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-03-26,2.0,Love Yourself,Justin Bieber,17.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-04-02,2.0,Love Yourself,Justin Bieber,18.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-04-09,3.0,Love Yourself,Justin Bieber,19.0,1.0,2.0,False,2016.0,['Justin Bieber']
2016-04-16,5.0,Love Yourself,Justin Bieber,20.0,1.0,3.0,False,2016.0,['Justin Bieber']
2016-04-23,6.0,Love Yourself,Justin Bieber,21.0,1.0,5.0,False,2016.0,['Justin Bieber']
2016-04-30,8.0,Love Yourself,Justin Bieber,22.0,1.0,6.0,False,2016.0,['Justin Bieber']
2016-05-07,9.0,Love Yourself,Justin Bieber,23.0,1.0,8.0,False,2016.0,['Justin Bieber']
2016-05-14,15.0,Love Yourself,Justin Bieber,24.0,1.0,9.0,False,2016.0,['Justin Bieber']
2016-05-21,10.0,Love Yourself,Justin Bieber,25.0,1.0,15.0,False,2016.0,['Justin Bieber']
2016-05-28,11.0,Love Yourself,Justin Bieber,26.0,1.0,10.0,False,2016.0,['Justin Bieber']
2016-06-04,11.0,Love Yourself,Justin Bieber,27.0,1.0,11.0,False,2016.0,['Justin Bieber']
2016-06-11,17.0,Love Yourself,Justin Bieber,28.0,1.0,11.0,False,2016.0,['Justin Bieber']
2016-06-18,16.0,Love Yourself,Justin Bieber,29.0,1.0,17.0,False,2016.0,['Justin Bieber']
2016-06-25,19.0,Love Yourself,Justin Bieber,30.0,1.0,16.0,False,2016.0,['Justin Bieber']
2016-07-02,19.0,Love Yourself,Justin Bieber,31.0,1.0,19.0,False,2016.0,['Justin Bieber']
2016-07-09,25.0,Love Yourself,Justin Bieber,32.0,1.0,19.0,False,2016.0,['Justin Bieber']
2016-07-16,28.0,Love Yourself,Justin Bieber,33.0,1.0,25.0,False,2016.0,['Justin Bieber']
2016-07-23,28.0,Love Yourself,Justin Bieber,34.0,1.0,28.0,False,2016.0,['Justin Bieber']
2016-07-30,30.0,Love Yourself,Justin Bieber,35.0,1.0,28.0,False,2016.0,['Justin Bieber']
2016-08-06,37.0,Love Yourself,Justin Bieber,36.0,1.0,30.0,False,2016.0,['Justin Bieber']
2016-08-13,33.0,Love Yourself,Justin Bieber,37.0,1.0,37.0,False,2016.0,['Justin Bieber']
2016-08-20,39.0,Love Yourself,Justin Bieber,38.0,1.0,33.0,False,2016.0,['Justin Bieber']
2016-08-27,44.0,Love Yourself,Justin Bieber,39.0,1.0,39.0,False,2016.0,['Justin Bieber']
2016-09-03,46.0,Love Yourself,Justin Bieber,40.0,1.0,44.0,False,2016.0,['Justin Bieber']
2016-09-10,48.0,Love Yourself,Justin Bieber,41.0,1.0,46.0,False,2016.0,['Justin Bieber']
2016-01-02,5.0,What Do You Mean?,Justin Bieber,16.0,1.0,4.0,False,2016.0,['Justin Bieber']
2016-01-09,5.0,What Do You Mean?,Justin Bieber,17.0,1.0,5.0,False,2016.0,['Justin Bieber']
2016-01-16,5.0,What Do You Mean?,Justin Bieber,18.0,1.0,5.0,False,2016.0,['Justin Bieber']
2016-01-23,8.0,What Do You Mean?,Justin Bieber,19.0,1.0,5.0,False,2016.0,['Justin Bieber']
2016-01-30,10.0,What Do You Mean?,Justin Bieber,20.0,1.0,8.0,False,2016.0,['Justin Bieber']
2016-02-06,10.0,What Do You Mean?,Justin Bieber,21.0,1.0,10.0,False,2016.0,['Justin Bieber']
2016-02-13,17.0,What Do You Mean?,Justin Bieber,22.0,1.0,10.0,False,2016.0,['Justin Bieber']
2016-02-20,21.0,What Do You Mean?,Justin Bieber,23.0,1.0,17.0,False,2016.0,['Justin Bieber']
2016-02-27,23.0,What Do You Mean?,Justin Bieber,24.0,1.0,21.0,False,2016.0,['Justin Bieber']
2016-03-05,25.0,What Do You Mean?,Justin Bieber,25.0,1.0,23.0,False,2016.0,['Justin Bieber']
2016-03-12,25.0,What Do You Mean?,Justin Bieber,26.0,1.0,25.0,False,2016.0,['Justin Bieber']
2016-03-19,29.0,What Do You Mean?,Justin Bieber,27.0,1.0,25.0,False,2016.0,['Justin Bieber']
2016-03-26,34.0,What Do You Mean?,Justin Bieber,28.0,1.0,29.0,False,2016.0,['Justin Bieber']
2016-04-02,36.0,What Do You Mean?,Justin Bieber,29.0,1.0,34.0,False,2016.0,['Justin Bieber']
2016-04-09,37.0,What Do You Mean?,Justin Bieber,30.0,1.0,36.0,False,2016.0,['Justin Bieber']
2016-04-16,41.0,What Do You Mean?,Justin Bieber,31.0,1.0,37.0,False,2016.0,['Justin Bieber']
2016-01-02,6.0,Same Old Love,Selena Gomez,14.0,6.0,9.0,False,2016.0,['Selena Gomez']
2016-01-09,6.0,Same Old Love,Selena Gomez,15.0,6.0,6.0,False,2016.0,['Selena Gomez']
2016-01-16,7.0,Same Old Love,Selena Gomez,16.0,6.0,6.0,False,2016.0,['Selena Gomez']
2016-01-23,6.0,Same Old Love,Selena Gomez,17.0,6.0,7.0,False,2016.0,['Selena Gomez']
2016-01-30,5.0,Same Old Love,Selena Gomez,18.0,5.0,6.0,False,2016.0,['Selena Gomez']
2016-02-06,7.0,Same Old Love,Selena Gomez,19.0,5.0,5.0,False,2016.0,['Selena Gomez']
2016-02-13,8.0,Same Old Love,Selena Gomez,20.0,5.0,7.0,False,2016.0,['Selena Gomez']
2016-02-20,15.0,Same Old Love,Selena Gomez,21.0,5.0,8.0,False,2016.0,['Selena Gomez']
2016-02-27,18.0,Same Old Love,Selena Gomez,22.0,5.0,15.0,False,2016.0,['Selena Gomez']
2016-03-05,17.0,Same Old Love,Selena Gomez,23.0,5.0,18.0,False,2016.0,['Selena Gomez']
2016-03-12,20.0,Same Old Love,Selena Gomez,24.0,5.0,17.0,False,2016.0,['Selena Gomez']
2016-03-19,26.0,Same Old Love,Selena Gomez,25.0,5.0,20.0,False,2016.0,['Selena Gomez']
2016-03-26,35.0,Same Old Love,Selena Gomez,26.0,5.0,26.0,False,2016.0,['Selena Gomez']
2016-04-02,45.0,Same Old Love,Selena Gomez,27.0,5.0,35.0,False,2016.0,['Selena Gomez']
2016-04-09,48.0,Same Old Love,Selena Gomez,28.0,5.0,45.0,False,2016.0,['Selena Gomez']
2016-01-02,7.0,The Hills,The Weeknd,30.0,1.0,6.0,False,2016.0,['The Weeknd']
2016-01-09,9.0,The Hills,The Weeknd,31.0,1.0,7.0,False,2016.0,['The Weeknd']
2016-01-16,11.0,The Hills,The Weeknd,32.0,1.0,9.0,False,2016.0,['The Weeknd']
2016-01-23,11.0,The Hills,The Weeknd,33.0,1.0,11.0,False,2016.0,['The Weeknd']
2016-01-30,14.0,The Hills,The Weeknd,34.0,1.0,11.0,False,2016.0,['The Weeknd']
2016-02-06,18.0,The Hills,The Weeknd,35.0,1.0,14.0,False,2016.0,['The Weeknd']
2016-02-13,21.0,The Hills,The Weeknd,36.0,1.0,18.0,False,2016.0,['The Weeknd']
2016-02-20,23.0,The Hills,The Weeknd,37.0,1.0,21.0,False,2016.0,['The Weeknd']
2016-02-27,25.0,The Hills,The Weeknd,38.0,1.0,23.0,False,2016.0,['The Weeknd']
2016-03-05,27.0,The Hills,The Weeknd,39.0,1.0,25.0,False,2016.0,['The Weeknd']
2016-03-12,22.0,The Hills,The Weeknd,40.0,1.0,27.0,False,2016.0,['The Weeknd']
2016-03-19,21.0,The Hills,The Weeknd,41.0,1.0,22.0,False,2016.0,['The Weeknd']
2016-03-26,24.0,The Hills,The Weeknd,42.0,1.0,21.0,False,2016.0,['The Weeknd']
2016-04-02,25.0,The Hills,The Weeknd,43.0,1.0,24.0,False,2016.0,['The Weeknd']
2016-04-09,28.0,The Hills,The Weeknd,44.0,1.0,25.0,False,2016.0,['The Weeknd']
2016-04-16,33.0,The Hills,The Weeknd,45.0,1.0,28.0,False,2016.0,['The Weeknd']
2016-04-23,42.0,The Hills,The Weeknd,46.0,1.0,33.0,False,2016.0,['The Weeknd']
2016-04-30,39.0,The Hills,The Weeknd,47.0,1.0,42.0,False,2016.0,['The Weeknd']
2016-05-07,48.0,The Hills,The Weeknd,48.0,1.0,39.0,False,2016.0,['The Weeknd']
2016-01-02,8.0,Here,Alessia Cara,20.0,8.0,8.0,False,2016.0,['Alessia Cara']
2016-01-09,7.0,Here,Alessia Cara,21.0,7.0,8.0,False,2016.0,['Alessia Cara']
2016-01-16,8.0,Here,Alessia Cara,22.0,7.0,7.0,False,2016.0,['Alessia Cara']
2016-01-23,9.0,Here,Alessia Cara,23.0,7.0,8.0,False,2016.0,['Alessia Cara']
2016-01-30,6.0,Here,Alessia Cara,24.0,6.0,9.0,False,2016.0,['Alessia Cara']
2016-02-06,5.0,Here,Alessia Cara,25.0,5.0,6.0,False,2016.0,['Alessia Cara']
2016-02-13,10.0,Here,Alessia Cara,26.0,5.0,5.0,False,2016.0,['Alessia Cara']
2016-02-20,12.0,Here,Alessia Cara,27.0,5.0,10.0,False,2016.0,['Alessia Cara']
2016-02-27,19.0,Here,Alessia Cara,28.0,5.0,12.0,False,2016.0,['Alessia Cara']
2016-03-05,21.0,Here,Alessia Cara,29.0,5.0,19.0,False,2016.0,['Alessia Cara']
2016-03-12,26.0,Here,Alessia Cara,30.0,5.0,21.0,False,2016.0,['Alessia Cara']
2016-03-19,33.0,Here,Alessia Cara,31.0,5.0,26.0,False,2016.0,['Alessia Cara']
2016-03-26,32.0,Here,Alessia Cara,32.0,5.0,33.0,False,2016.0,['Alessia Cara']
2016-04-02,39.0,Here,Alessia Cara,33.0,5.0,32.0,False,2016.0,['Alessia Cara']
2016-04-09,47.0,Here,Alessia Cara,34.0,5.0,39.0,False,2016.0,['Alessia Cara']
2016-01-02,9.0,Stitches,Shawn Mendes,30.0,4.0,7.0,False,2016.0,['Shawn Mendes']
2016-01-09,8.0,Stitches,Shawn Mendes,31.0,4.0,9.0,False,2016.0,['Shawn Mendes']
2016-01-16,6.0,Stitches,Shawn Mendes,32.0,4.0,8.0,False,2016.0,['Shawn Mendes']
2016-01-23,7.0,Stitches,Shawn Mendes,33.0,4.0,6.0,False,2016.0,['Shawn Mendes']
2016-01-30,8.0,Stitches,Shawn Mendes,34.0,4.0,7.0,False,2016.0,['Shawn Mendes']
2016-02-06,6.0,Stitches,Shawn Mendes,35.0,4.0,8.0,False,2016.0,['Shawn Mendes']
2016-02-13,11.0,Stitches,Shawn Mendes,36.0,4.0,6.0,False,2016.0,['Shawn Mendes']
2016-02-20,11.0,Stitches,Shawn Mendes,37.0,4.0,11.0,False,2016.0,['Shawn Mendes']
2016-02-27,10.0,Stitches,Shawn Mendes,38.0,4.0,11.0,False,2016.0,['Shawn Mendes']
2016-03-05,13.0,Stitches,Shawn Mendes,39.0,4.0,10.0,False,2016.0,['Shawn Mendes']
2016-03-12,16.0,Stitches,Shawn Mendes,40.0,4.0,13.0,False,2016.0,['Shawn Mendes']
2016-03-19,17.0,Stitches,Shawn Mendes,41.0,4.0,16.0,False,2016.0,['Shawn Mendes']
2016-03-26,17.0,Stitches,Shawn Mendes,42.0,4.0,17.0,False,2016.0,['Shawn Mendes']
2016-04-02,20.0,Stitches,Shawn Mendes,43.0,4.0,17.0,False,2016.0,['Shawn Mendes']
2016-04-09,22.0,Stitches,Shawn Mendes,44.0,4.0,20.0,False,2016.0,['Shawn Mendes']
2016-04-16,23.0,Stitches,Shawn Mendes,45.0,4.0,22.0,False,2016.0,['Shawn Mendes']
2016-04-23,27.0,Stitches,Shawn Mendes,46.0,4.0,23.0,False,2016.0,['Shawn Mendes']
2016-04-30,26.0,Stitches,Shawn Mendes,47.0,4.0,27.0,False,2016.0,['Shawn Mendes']
2016-05-07,30.0,Stitches,Shawn Mendes,48.0,4.0,26.0,False,2016.0,['Shawn Mendes']
2016-05-14,45.0,Stitches,Shawn Mendes,49.0,4.0,30.0,False,2016.0,['Shawn Mendes']
2016-05-21,36.0,Stitches,Shawn Mendes,50.0,4.0,45.0,False,2016.0,['Shawn Mendes']
2016-05-28,34.0,Stitches,Shawn Mendes,51.0,4.0,36.0,False,2016.0,['Shawn Mendes']
2016-06-04,41.0,Stitches,Shawn Mendes,52.0,4.0,34.0,False,2016.0,['Shawn Mendes']
2016-01-02,10.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,24.0,8.0,10.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-01-09,10.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,25.0,8.0,10.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-01-16,10.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,26.0,8.0,10.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-01-23,10.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,27.0,8.0,10.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-01-30,9.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,28.0,8.0,10.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-02-06,11.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,29.0,8.0,9.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-02-13,15.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,30.0,8.0,11.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-02-20,20.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,31.0,8.0,15.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-02-27,27.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,32.0,8.0,20.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-03-05,29.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,33.0,8.0,27.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-03-12,31.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,34.0,8.0,29.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-03-19,37.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,35.0,8.0,31.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-03-26,42.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,36.0,8.0,37.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-04-02,46.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,37.0,8.0,42.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-04-09,41.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,38.0,8.0,46.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-04-16,46.0,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,39.0,8.0,41.0,False,2016.0,"['Meghan Trainor', 'John Legend']"
2016-01-02,11.0,679,Fetty Wap Featuring Remy Boyz,25.0,4.0,11.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-01-09,14.0,679,Fetty Wap Featuring Remy Boyz,26.0,4.0,11.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-01-16,12.0,679,Fetty Wap Featuring Remy Boyz,27.0,4.0,14.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-01-23,18.0,679,Fetty Wap Featuring Remy Boyz,28.0,4.0,12.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-01-30,18.0,679,Fetty Wap Featuring Remy Boyz,29.0,4.0,18.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-02-06,20.0,679,Fetty Wap Featuring Remy Boyz,30.0,4.0,18.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-02-13,28.0,679,Fetty Wap Featuring Remy Boyz,31.0,4.0,20.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-02-20,31.0,679,Fetty Wap Featuring Remy Boyz,32.0,4.0,28.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-02-27,31.0,679,Fetty Wap Featuring Remy Boyz,33.0,4.0,31.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-03-05,34.0,679,Fetty Wap Featuring Remy Boyz,34.0,4.0,31.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-03-12,30.0,679,Fetty Wap Featuring Remy Boyz,35.0,4.0,34.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-03-19,35.0,679,Fetty Wap Featuring Remy Boyz,36.0,4.0,30.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-03-26,39.0,679,Fetty Wap Featuring Remy Boyz,37.0,4.0,35.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-04-02,40.0,679,Fetty Wap Featuring Remy Boyz,38.0,4.0,39.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-04-09,39.0,679,Fetty Wap Featuring Remy Boyz,39.0,4.0,40.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-04-16,40.0,679,Fetty Wap Featuring Remy Boyz,40.0,4.0,39.0,False,2016.0,"['Fetty Wap', 'Remy Boyz']"
2016-01-02,12.0,In The Night,The Weeknd,6.0,12.0,19.0,False,2016.0,['The Weeknd']
2016-01-09,15.0,In The Night,The Weeknd,7.0,12.0,12.0,False,2016.0,['The Weeknd']
2016-01-16,20.0,In The Night,The Weeknd,8.0,12.0,15.0,False,2016.0,['The Weeknd']
2016-01-23,16.0,In The Night,The Weeknd,9.0,12.0,20.0,False,2016.0,['The Weeknd']
2016-01-30,15.0,In The Night,The Weeknd,10.0,12.0,16.0,False,2016.0,['The Weeknd']
2016-02-06,13.0,In The Night,The Weeknd,11.0,12.0,15.0,False,2016.0,['The Weeknd']
2016-02-13,13.0,In The Night,The Weeknd,12.0,12.0,13.0,False,2016.0,['The Weeknd']
2016-02-20,16.0,In The Night,The Weeknd,13.0,12.0,13.0,False,2016.0,['The Weeknd']
2016-02-27,14.0,In The Night,The Weeknd,14.0,12.0,16.0,False,2016.0,['The Weeknd']
2016-03-05,15.0,In The Night,The Weeknd,15.0,12.0,14.0,False,2016.0,['The Weeknd']
2016-03-12,19.0,In The Night,The Weeknd,16.0,12.0,15.0,False,2016.0,['The Weeknd']
2016-03-19,28.0,In The Night,The Weeknd,17.0,12.0,19.0,False,2016.0,['The Weeknd']
2016-03-26,36.0,In The Night,The Weeknd,18.0,12.0,28.0,False,2016.0,['The Weeknd']
2016-04-02,47.0,In The Night,The Weeknd,19.0,12.0,36.0,False,2016.0,['The Weeknd']
2016-04-09,52.0,In The Night,The Weeknd,20.0,12.0,47.0,False,2016.0,['The Weeknd']
2016-01-02,13.0,Jumpman,Drake & Future,13.0,12.0,14.0,False,2016.0,"['Drake', 'Future']"
2016-01-09,12.0,Jumpman,Drake & Future,14.0,12.0,13.0,False,2016.0,"['Drake', 'Future']"
2016-01-16,13.0,Jumpman,Drake & Future,15.0,12.0,12.0,False,2016.0,"['Drake', 'Future']"
2016-01-23,12.0,Jumpman,Drake & Future,16.0,12.0,13.0,False,2016.0,"['Drake', 'Future']"
2016-01-30,12.0,Jumpman,Drake & Future,17.0,12.0,12.0,False,2016.0,"['Drake', 'Future']"
2016-02-06,14.0,Jumpman,Drake & Future,18.0,12.0,12.0,False,2016.0,"['Drake', 'Future']"
2016-02-13,20.0,Jumpman,Drake & Future,19.0,12.0,14.0,False,2016.0,"['Drake', 'Future']"
2016-02-20,22.0,Jumpman,Drake & Future,20.0,12.0,20.0,False,2016.0,"['Drake', 'Future']"
