chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new,year,artist_list
2017-11-18,55.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,10.0,39.0,56.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-11-25,31.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,11.0,31.0,55.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-12-02,37.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,12.0,31.0,31.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-12-09,38.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,13.0,31.0,37.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-12-16,39.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,14.0,31.0,38.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-12-23,29.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,15.0,29.0,39.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-12-30,24.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,16.0,24.0,29.0,False,2017.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-01-06,35.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,18.0,24.0,27.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-01-13,36.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,19.0,24.0,35.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-01-20,33.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,20.0,24.0,36.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-01-27,37.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,21.0,24.0,33.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-02-03,42.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,22.0,24.0,37.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2018-02-10,49.0,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,23.0,24.0,42.0,False,2018.0,"['Lil Uzi Vert', 'Nicki Minaj']"
2017-09-16,41.0,F**k Love,XXXTENTACION Featuring Trippie Redd,1.0,41.0,0.0,True,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-09-23,49.0,F**k Love,XXXTENTACION Featuring Trippie Redd,2.0,41.0,41.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-09-30,57.0,F**k Love,XXXTENTACION Featuring Trippie Redd,3.0,41.0,49.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-10-07,65.0,F**k Love,XXXTENTACION Featuring Trippie Redd,4.0,41.0,57.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-10-14,68.0,F**k Love,XXXTENTACION Featuring Trippie Redd,5.0,41.0,65.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-10-21,73.0,F**k Love,XXXTENTACION Featuring Trippie Redd,6.0,41.0,68.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-10-28,74.0,F**k Love,XXXTENTACION Featuring Trippie Redd,7.0,41.0,73.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-11-04,75.0,F**k Love,XXXTENTACION Featuring Trippie Redd,8.0,41.0,74.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-11-11,78.0,F**k Love,XXXTENTACION Featuring Trippie Redd,9.0,41.0,75.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-11-18,80.0,F**k Love,XXXTENTACION Featuring Trippie Redd,10.0,41.0,78.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-11-25,83.0,F**k Love,XXXTENTACION Featuring Trippie Redd,11.0,41.0,80.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-12-02,82.0,F**k Love,XXXTENTACION Featuring Trippie Redd,12.0,41.0,83.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-12-09,80.0,F**k Love,XXXTENTACION Featuring Trippie Redd,13.0,41.0,82.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-12-16,81.0,F**k Love,XXXTENTACION Featuring Trippie Redd,14.0,41.0,80.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-12-23,82.0,F**k Love,XXXTENTACION Featuring Trippie Redd,15.0,41.0,81.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2017-12-30,88.0,F**k Love,XXXTENTACION Featuring Trippie Redd,16.0,41.0,82.0,False,2017.0,"['XXXTENTACION', 'Trippie Redd']"
2018-01-06,96.0,F**k Love,XXXTENTACION Featuring Trippie Redd,18.0,41.0,91.0,False,2018.0,"['XXXTENTACION', 'Trippie Redd']"
2018-01-13,98.0,F**k Love,XXXTENTACION Featuring Trippie Redd,19.0,41.0,96.0,False,2018.0,"['XXXTENTACION', 'Trippie Redd']"
2018-01-20,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-01-27,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-02-03,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-02-10,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-02-17,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-02-24,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-03-03,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-03-10,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-03-17,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-03-24,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-03-31,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-04-07,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-04-14,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-04-21,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-04-28,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-05-05,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-05-12,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-05-19,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-05-26,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-06-02,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-06-09,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-06-16,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-06-23,,F**k Love,XXXTENTACION Featuring Trippie Redd,,,,,,
2018-06-30,28.0,F**k Love,XXXTENTACION Featuring Trippie Redd,20.0,28.0,0.0,False,2018.0,"['XXXTENTACION', 'Trippie Redd']"
2018-07-07,34.0,F**k Love,XXXTENTACION Featuring Trippie Redd,21.0,28.0,28.0,False,2018.0,"['XXXTENTACION', 'Trippie Redd']"
2017-09-16,49.0,Sauce It Up,Lil Uzi Vert,1.0,49.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-23,57.0,Sauce It Up,Lil Uzi Vert,2.0,49.0,49.0,False,2017.0,['Lil Uzi Vert']
2017-09-30,67.0,Sauce It Up,Lil Uzi Vert,3.0,49.0,57.0,False,2017.0,['Lil Uzi Vert']
2017-10-07,69.0,Sauce It Up,Lil Uzi Vert,4.0,49.0,67.0,False,2017.0,['Lil Uzi Vert']
2017-10-14,79.0,Sauce It Up,Lil Uzi Vert,5.0,49.0,69.0,False,2017.0,['Lil Uzi Vert']
2017-10-21,79.0,Sauce It Up,Lil Uzi Vert,6.0,49.0,79.0,False,2017.0,['Lil Uzi Vert']
2017-10-28,87.0,Sauce It Up,Lil Uzi Vert,7.0,49.0,79.0,False,2017.0,['Lil Uzi Vert']
2017-11-04,81.0,Sauce It Up,Lil Uzi Vert,8.0,49.0,87.0,False,2017.0,['Lil Uzi Vert']
2017-11-11,74.0,Sauce It Up,Lil Uzi Vert,9.0,49.0,81.0,False,2017.0,['Lil Uzi Vert']
2017-11-18,75.0,Sauce It Up,Lil Uzi Vert,10.0,49.0,74.0,False,2017.0,['Lil Uzi Vert']
2017-11-25,89.0,Sauce It Up,Lil Uzi Vert,11.0,49.0,75.0,False,2017.0,['Lil Uzi Vert']
2017-12-02,90.0,Sauce It Up,Lil Uzi Vert,12.0,49.0,89.0,False,2017.0,['Lil Uzi Vert']
2017-12-09,88.0,Sauce It Up,Lil Uzi Vert,13.0,49.0,90.0,False,2017.0,['Lil Uzi Vert']
2017-12-16,96.0,Sauce It Up,Lil Uzi Vert,14.0,49.0,88.0,False,2017.0,['Lil Uzi Vert']
2017-12-23,100.0,Sauce It Up,Lil Uzi Vert,15.0,49.0,96.0,False,2017.0,['Lil Uzi Vert']
2017-09-16,54.0,Everybody Dies In Their Nightmares,XXXTENTACION,1.0,54.0,0.0,True,2017.0,['XXXTENTACION']
2017-09-23,70.0,Everybody Dies In Their Nightmares,XXXTENTACION,2.0,54.0,54.0,False,2017.0,['XXXTENTACION']
2017-09-30,79.0,Everybody Dies In Their Nightmares,XXXTENTACION,3.0,54.0,70.0,False,2017.0,['XXXTENTACION']
2017-10-07,96.0,Everybody Dies In Their Nightmares,XXXTENTACION,4.0,54.0,79.0,False,2017.0,['XXXTENTACION']
2017-10-14,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-10-21,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-10-28,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-11-04,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-11-11,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-11-18,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-11-25,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-12-02,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-12-09,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-12-16,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-12-23,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2017-12-30,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-01-06,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-01-13,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-01-20,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-01-27,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-02-03,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-02-10,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-02-17,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-02-24,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-03-03,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-03-10,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-03-17,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-03-24,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-03-31,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-04-07,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-04-14,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-04-21,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-04-28,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-05-05,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-05-12,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-05-19,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-05-26,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-06-02,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-06-09,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-06-16,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-06-23,,Everybody Dies In Their Nightmares,XXXTENTACION,,,,,,
2018-06-30,42.0,Everybody Dies In Their Nightmares,XXXTENTACION,5.0,42.0,0.0,False,2018.0,['XXXTENTACION']
2018-07-07,46.0,Everybody Dies In Their Nightmares,XXXTENTACION,6.0,42.0,42.0,False,2018.0,['XXXTENTACION']
2018-07-14,91.0,Everybody Dies In Their Nightmares,XXXTENTACION,7.0,42.0,46.0,False,2018.0,['XXXTENTACION']
2017-09-16,60.0,444+222,Lil Uzi Vert,1.0,60.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-23,79.0,444+222,Lil Uzi Vert,2.0,60.0,60.0,False,2017.0,['Lil Uzi Vert']
2017-09-30,100.0,444+222,Lil Uzi Vert,3.0,60.0,79.0,False,2017.0,['Lil Uzi Vert']
2017-09-16,73.0,What Lovers Do,Maroon 5 Featuring SZA,1.0,73.0,0.0,True,2017.0,"['Maroon 5', 'SZA']"
2017-09-23,27.0,What Lovers Do,Maroon 5 Featuring SZA,2.0,27.0,73.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-09-30,29.0,What Lovers Do,Maroon 5 Featuring SZA,3.0,27.0,27.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-10-07,23.0,What Lovers Do,Maroon 5 Featuring SZA,4.0,23.0,29.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-10-14,20.0,What Lovers Do,Maroon 5 Featuring SZA,5.0,20.0,23.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-10-21,19.0,What Lovers Do,Maroon 5 Featuring SZA,6.0,19.0,20.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-10-28,17.0,What Lovers Do,Maroon 5 Featuring SZA,7.0,17.0,19.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-11-04,19.0,What Lovers Do,Maroon 5 Featuring SZA,8.0,17.0,17.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-11-11,12.0,What Lovers Do,Maroon 5 Featuring SZA,9.0,12.0,19.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-11-18,12.0,What Lovers Do,Maroon 5 Featuring SZA,10.0,12.0,12.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-11-25,9.0,What Lovers Do,Maroon 5 Featuring SZA,11.0,9.0,12.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-12-02,11.0,What Lovers Do,Maroon 5 Featuring SZA,12.0,9.0,9.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-12-09,10.0,What Lovers Do,Maroon 5 Featuring SZA,13.0,9.0,11.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-12-16,9.0,What Lovers Do,Maroon 5 Featuring SZA,14.0,9.0,10.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-12-23,10.0,What Lovers Do,Maroon 5 Featuring SZA,15.0,9.0,9.0,False,2017.0,"['Maroon 5', 'SZA']"
2017-12-30,13.0,What Lovers Do,Maroon 5 Featuring SZA,16.0,9.0,10.0,False,2017.0,"['Maroon 5', 'SZA']"
2018-01-06,21.0,What Lovers Do,Maroon 5 Featuring SZA,18.0,9.0,17.0,False,2018.0,"['Maroon 5', 'SZA']"
2018-01-13,21.0,What Lovers Do,Maroon 5 Featuring SZA,19.0,9.0,21.0,False,2018.0,"['Maroon 5', 'SZA']"
2018-01-20,27.0,What Lovers Do,Maroon 5 Featuring SZA,20.0,9.0,21.0,False,2018.0,"['Maroon 5', 'SZA']"
2018-01-27,31.0,What Lovers Do,Maroon 5 Featuring SZA,21.0,9.0,27.0,False,2018.0,"['Maroon 5', 'SZA']"
2018-02-03,41.0,What Lovers Do,Maroon 5 Featuring SZA,22.0,9.0,31.0,False,2018.0,"['Maroon 5', 'SZA']"
2017-09-16,76.0,Light It Up,Luke Bryan,1.0,76.0,0.0,True,2017.0,['Luke Bryan']
2017-09-23,85.0,Light It Up,Luke Bryan,2.0,76.0,76.0,False,2017.0,['Luke Bryan']
2017-09-30,91.0,Light It Up,Luke Bryan,3.0,76.0,85.0,False,2017.0,['Luke Bryan']
2017-10-07,86.0,Light It Up,Luke Bryan,4.0,76.0,91.0,False,2017.0,['Luke Bryan']
2017-10-14,82.0,Light It Up,Luke Bryan,5.0,76.0,86.0,False,2017.0,['Luke Bryan']
2017-10-21,80.0,Light It Up,Luke Bryan,6.0,76.0,82.0,False,2017.0,['Luke Bryan']
2017-10-28,75.0,Light It Up,Luke Bryan,7.0,75.0,80.0,False,2017.0,['Luke Bryan']
2017-11-04,67.0,Light It Up,Luke Bryan,8.0,67.0,75.0,False,2017.0,['Luke Bryan']
2017-11-11,64.0,Light It Up,Luke Bryan,9.0,64.0,67.0,False,2017.0,['Luke Bryan']
2017-11-18,62.0,Light It Up,Luke Bryan,10.0,62.0,64.0,False,2017.0,['Luke Bryan']
2017-11-25,63.0,Light It Up,Luke Bryan,11.0,62.0,62.0,False,2017.0,['Luke Bryan']
2017-12-02,60.0,Light It Up,Luke Bryan,12.0,60.0,63.0,False,2017.0,['Luke Bryan']
2017-12-09,59.0,Light It Up,Luke Bryan,13.0,59.0,60.0,False,2017.0,['Luke Bryan']
2017-12-16,58.0,Light It Up,Luke Bryan,14.0,58.0,59.0,False,2017.0,['Luke Bryan']
2017-12-23,57.0,Light It Up,Luke Bryan,15.0,57.0,58.0,False,2017.0,['Luke Bryan']
2017-12-30,65.0,Light It Up,Luke Bryan,16.0,57.0,57.0,False,2017.0,['Luke Bryan']
2018-01-06,73.0,Light It Up,Luke Bryan,18.0,57.0,72.0,False,2018.0,['Luke Bryan']
2018-01-13,69.0,Light It Up,Luke Bryan,19.0,57.0,73.0,False,2018.0,['Luke Bryan']
2017-09-16,77.0,Revenge,XXXTENTACION,1.0,77.0,0.0,True,2017.0,['XXXTENTACION']
2017-09-23,96.0,Revenge,XXXTENTACION,2.0,77.0,77.0,False,2017.0,['XXXTENTACION']
2017-09-16,79.0,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,1.0,79.0,0.0,True,2017.0,"['Lil Uzi Vert', 'Pharrell Williams']"
2017-09-23,94.0,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,2.0,79.0,79.0,False,2017.0,"['Lil Uzi Vert', 'Pharrell Williams']"
2017-09-16,80.0,Two,Lil Uzi Vert,1.0,80.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-16,81.0,X,Lil Uzi Vert,1.0,81.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-23,93.0,X,Lil Uzi Vert,2.0,81.0,81.0,False,2017.0,['Lil Uzi Vert']
2017-09-16,82.0,For Real,Lil Uzi Vert,1.0,82.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-16,84.0,UnFazed,Lil Uzi Vert Featuring The Weeknd,1.0,84.0,0.0,True,2017.0,"['Lil Uzi Vert', 'The Weeknd']"
2017-09-16,90.0,No Sleep Leak,Lil Uzi Vert,1.0,90.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-16,91.0,Depression & Obsession,XXXTENTACION,1.0,91.0,0.0,True,2017.0,['XXXTENTACION']
2017-09-16,92.0,Dark Queen,Lil Uzi Vert,1.0,92.0,0.0,True,2017.0,['Lil Uzi Vert']
2017-09-23,91.0,Dark Queen,Lil Uzi Vert,2.0,91.0,92.0,False,2017.0,['Lil Uzi Vert']
2017-09-16,94.0,Save Me,XXXTENTACION,1.0,94.0,0.0,True,2017.0,['XXXTENTACION']
2017-09-16,95.0,Carry On,XXXTENTACION,1.0,95.0,0.0,True,2017.0,['XXXTENTACION']
2017-09-16,97.0,Tell Me You Love Me,Demi Lovato,1.0,97.0,0.0,True,2017.0,['Demi Lovato']
2017-09-23,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-09-30,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-10-07,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-10-14,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-10-21,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-10-28,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-11-04,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-11-11,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-11-18,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-11-25,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-12-02,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-12-09,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-12-16,,Tell Me You Love Me,Demi Lovato,,,,,,
2017-12-23,53.0,Tell Me You Love Me,Demi Lovato,2.0,53.0,0.0,False,2017.0,['Demi Lovato']
2017-12-30,81.0,Tell Me You Love Me,Demi Lovato,3.0,53.0,53.0,False,2017.0,['Demi Lovato']
2018-01-06,78.0,Tell Me You Love Me,Demi Lovato,5.0,53.0,73.0,False,2018.0,['Demi Lovato']
2018-01-13,72.0,Tell Me You Love Me,Demi Lovato,6.0,53.0,78.0,False,2018.0,['Demi Lovato']
2018-01-20,55.0,Tell Me You Love Me,Demi Lovato,7.0,53.0,72.0,False,2018.0,['Demi Lovato']
2018-01-27,72.0,Tell Me You Love Me,Demi Lovato,8.0,53.0,55.0,False,2018.0,['Demi Lovato']
2018-02-03,79.0,Tell Me You Love Me,Demi Lovato,9.0,53.0,72.0,False,2018.0,['Demi Lovato']
2018-02-10,78.0,Tell Me You Love Me,Demi Lovato,10.0,53.0,79.0,False,2018.0,['Demi Lovato']
2018-02-17,79.0,Tell Me You Love Me,Demi Lovato,11.0,53.0,78.0,False,2018.0,['Demi Lovato']
2018-02-24,80.0,Tell Me You Love Me,Demi Lovato,12.0,53.0,79.0,False,2018.0,['Demi Lovato']
2018-03-03,71.0,Tell Me You Love Me,Demi Lovato,13.0,53.0,80.0,False,2018.0,['Demi Lovato']
2018-03-10,84.0,Tell Me You Love Me,Demi Lovato,14.0,53.0,71.0,False,2018.0,['Demi Lovato']
2018-03-17,94.0,Tell Me You Love Me,Demi Lovato,15.0,53.0,84.0,False,2018.0,['Demi Lovato']
2018-03-24,75.0,Tell Me You Love Me,Demi Lovato,16.0,53.0,94.0,False,2018.0,['Demi Lovato']
2018-03-31,73.0,Tell Me You Love Me,Demi Lovato,17.0,53.0,75.0,False,2018.0,['Demi Lovato']
2018-04-07,59.0,Tell Me You Love Me,Demi Lovato,18.0,53.0,73.0,False,2018.0,['Demi Lovato']
2018-04-14,62.0,Tell Me You Love Me,Demi Lovato,19.0,53.0,59.0,False,2018.0,['Demi Lovato']
2018-04-21,69.0,Tell Me You Love Me,Demi Lovato,20.0,53.0,62.0,False,2018.0,['Demi Lovato']
2017-09-23,4.0,...Ready For It?,Taylor Swift,1.0,4.0,0.0,True,2017.0,['Taylor Swift']
2017-09-30,21.0,...Ready For It?,Taylor Swift,2.0,4.0,4.0,False,2017.0,['Taylor Swift']
2017-10-07,34.0,...Ready For It?,Taylor Swift,3.0,4.0,21.0,False,2017.0,['Taylor Swift']
2017-10-14,39.0,...Ready For It?,Taylor Swift,4.0,4.0,34.0,False,2017.0,['Taylor Swift']
2017-10-21,47.0,...Ready For It?,Taylor Swift,5.0,4.0,39.0,False,2017.0,['Taylor Swift']
2017-10-28,53.0,...Ready For It?,Taylor Swift,6.0,4.0,47.0,False,2017.0,['Taylor Swift']
2017-11-04,52.0,...Ready For It?,Taylor Swift,7.0,4.0,53.0,False,2017.0,['Taylor Swift']
2017-11-11,46.0,...Ready For It?,Taylor Swift,8.0,4.0,52.0,False,2017.0,['Taylor Swift']
2017-11-18,19.0,...Ready For It?,Taylor Swift,9.0,4.0,46.0,False,2017.0,['Taylor Swift']
2017-11-25,30.0,...Ready For It?,Taylor Swift,10.0,4.0,19.0,False,2017.0,['Taylor Swift']
2017-12-02,18.0,...Ready For It?,Taylor Swift,11.0,4.0,30.0,False,2017.0,['Taylor Swift']
2017-12-09,24.0,...Ready For It?,Taylor Swift,12.0,4.0,18.0,False,2017.0,['Taylor Swift']
2017-12-16,31.0,...Ready For It?,Taylor Swift,13.0,4.0,24.0,False,2017.0,['Taylor Swift']
2017-12-23,43.0,...Ready For It?,Taylor Swift,14.0,4.0,31.0,False,2017.0,['Taylor Swift']
2017-12-30,37.0,...Ready For It?,Taylor Swift,15.0,4.0,43.0,False,2017.0,['Taylor Swift']
2018-01-06,61.0,...Ready For It?,Taylor Swift,17.0,4.0,59.0,False,2018.0,['Taylor Swift']
2018-01-13,58.0,...Ready For It?,Taylor Swift,18.0,4.0,61.0,False,2018.0,['Taylor Swift']
2018-01-20,80.0,...Ready For It?,Taylor Swift,19.0,4.0,58.0,False,2018.0,['Taylor Swift']
2018-01-27,96.0,...Ready For It?,Taylor Swift,20.0,4.0,80.0,False,2018.0,['Taylor Swift']
2017-09-23,77.0,These Heaux,Bhad Bhabie,1.0,77.0,0.0,True,2017.0,['Bhad Bhabie']
2017-09-30,87.0,These Heaux,Bhad Bhabie,2.0,77.0,77.0,False,2017.0,['Bhad Bhabie']
2017-10-07,98.0,These Heaux,Bhad Bhabie,3.0,77.0,87.0,False,2017.0,['Bhad Bhabie']
2017-09-23,81.0,Bad At Love,Halsey,1.0,81.0,0.0,True,2017.0,['Halsey']
2017-09-30,71.0,Bad At Love,Halsey,2.0,71.0,81.0,False,2017.0,['Halsey']
2017-10-07,61.0,Bad At Love,Halsey,3.0,61.0,71.0,False,2017.0,['Halsey']
2017-10-14,57.0,Bad At Love,Halsey,4.0,57.0,61.0,False,2017.0,['Halsey']
2017-10-21,49.0,Bad At Love,Halsey,5.0,49.0,57.0,False,2017.0,['Halsey']
2017-10-28,40.0,Bad At Love,Halsey,6.0,40.0,49.0,False,2017.0,['Halsey']
2017-11-04,32.0,Bad At Love,Halsey,7.0,32.0,40.0,False,2017.0,['Halsey']
2017-11-11,31.0,Bad At Love,Halsey,8.0,31.0,32.0,False,2017.0,['Halsey']
2017-11-18,27.0,Bad At Love,Halsey,9.0,27.0,31.0,False,2017.0,['Halsey']
2017-11-25,20.0,Bad At Love,Halsey,10.0,20.0,27.0,False,2017.0,['Halsey']
2017-12-02,17.0,Bad At Love,Halsey,11.0,17.0,20.0,False,2017.0,['Halsey']
2017-12-09,14.0,Bad At Love,Halsey,12.0,14.0,17.0,False,2017.0,['Halsey']
2017-12-16,11.0,Bad At Love,Halsey,13.0,11.0,14.0,False,2017.0,['Halsey']
2017-12-23,8.0,Bad At Love,Halsey,14.0,8.0,11.0,False,2017.0,['Halsey']
2017-12-30,8.0,Bad At Love,Halsey,15.0,8.0,8.0,False,2017.0,['Halsey']
2018-01-06,9.0,Bad At Love,Halsey,17.0,8.0,10.0,False,2018.0,['Halsey']
2018-01-13,6.0,Bad At Love,Halsey,18.0,6.0,9.0,False,2018.0,['Halsey']
2018-01-20,7.0,Bad At Love,Halsey,19.0,6.0,6.0,False,2018.0,['Halsey']
2018-01-27,5.0,Bad At Love,Halsey,20.0,5.0,7.0,False,2018.0,['Halsey']
2018-02-03,6.0,Bad At Love,Halsey,21.0,5.0,5.0,False,2018.0,['Halsey']
2018-02-10,6.0,Bad At Love,Halsey,22.0,5.0,6.0,False,2018.0,['Halsey']
2018-02-17,10.0,Bad At Love,Halsey,23.0,5.0,6.0,False,2018.0,['Halsey']
2018-02-24,16.0,Bad At Love,Halsey,24.0,5.0,10.0,False,2018.0,['Halsey']
